province,district,palika,sex,breakdown,sector,value
LUMBINI,Gulmi,Madane Gaunpalika,,Household chores,20 - 24,495.0
LUMBINI,Gulmi,Madane Gaunpalika,,Household chores,25 - 29,832.0
LUMBINI,Gulmi,Madane Gaunpalika,,Household chores,30 - 34,1135.0
LUMBINI,Gulmi,Madane Gaunpalika,,Household chores,35 - 39,1258.0
LUMBINI,Gulmi,Madane Gaunpalika,,Household chores,40 - 44,1392.0
LUMBINI,Gulmi,Madane Gaunpalika,,Household chores,45 - 49,1311.0
LUMBINI,Gulmi,Madane Gaunpalika,,Family care,Total No. of children born alive in last 12 months,680.0
LUMBINI,Gulmi,Madane Gaunpalika,,Family care,15 - 19,18.0
LUMBINI,Gulmi,Madane Gaunpalika,,Family care,20 - 24,91.0
LUMBINI,Gulmi,Madane Gaunpalika,,Family care,25 - 29,123.0
LUMBINI,Gulmi,Madane Gaunpalika,,Family care,30 - 34,114.0
LUMBINI,Gulmi,Madane Gaunpalika,,Family care,35 - 39,116.0
LUMBINI,Gulmi,Madane Gaunpalika,,Family care,40 - 44,130.0
LUMBINI,Gulmi,Madane Gaunpalika,,Family care,45 - 49,88.0
LUMBINI,Gulmi,Madane Gaunpalika,,Disable/sickness,Total No. of children born alive in last 12 months,88.0
LUMBINI,Gulmi,Madane Gaunpalika,,Disable/sickness,15 - 19,0.0
LUMBINI,Gulmi,Madane Gaunpalika,,Disable/sickness,20 - 24,4.0
LUMBINI,Gulmi,Madane Gaunpalika,,Disable/sickness,25 - 29,15.0
LUMBINI,Gulmi,Madane Gaunpalika,,Disable/sickness,30 - 34,11.0
LUMBINI,Gulmi,Madane Gaunpalika,,Disable/sickness,35 - 39,8.0
LUMBINI,Gulmi,Madane Gaunpalika,,Disable/sickness,40 - 44,16.0
LUMBINI,Gulmi,Madane Gaunpalika,,Disable/sickness,45 - 49,34.0
LUMBINI,Gulmi,Madane Gaunpalika,,Penson / income,Total No. of children born alive in last 12 months,33.0
LUMBINI,Gulmi,Madane Gaunpalika,,Penson / income,15 - 19,1.0
LUMBINI,Gulmi,Madane Gaunpalika,,Penson / income,20 - 24,4.0
LUMBINI,Gulmi,Madane Gaunpalika,,Penson / income,25 - 29,5.0
LUMBINI,Gulmi,Madane Gaunpalika,,Penson / income,30 - 34,1.0
LUMBINI,Gulmi,Madane Gaunpalika,,Penson / income,35 - 39,0.0
LUMBINI,Gulmi,Madane Gaunpalika,,Penson / income,40 - 44,6.0
LUMBINI,Gulmi,Madane Gaunpalika,,Penson / income,45 - 49,16.0
LUMBINI,Gulmi,Madane Gaunpalika,,Social work/volunteer,Total No. of children born alive in last 12 months,40.0
LUMBINI,Gulmi,Madane Gaunpalika,,Social work/volunteer,15 - 19,0.0
LUMBINI,Gulmi,Madane Gaunpalika,,Social work/volunteer,20 - 24,5.0
LUMBINI,Gulmi,Madane Gaunpalika,,Social work/volunteer,25 - 29,2.0
LUMBINI,Gulmi,Madane Gaunpalika,,Social work/volunteer,30 - 34,3.0
LUMBINI,Gulmi,Madane Gaunpalika,,Social work/volunteer,35 - 39,2.0
LUMBINI,Gulmi,Madane Gaunpalika,,Social work/volunteer,40 - 44,16.0
LUMBINI,Gulmi,Madane Gaunpalika,,Social work/volunteer,45 - 49,12.0
LUMBINI,Gulmi,Madane Gaunpalika,,Other,Total No. of children born alive in last 12 months,398.0
LUMBINI,Gulmi,Madane Gaunpalika,,Other,15 - 19,11.0
LUMBINI,Gulmi,Madane Gaunpalika,,Other,20 - 24,45.0
LUMBINI,Gulmi,Madane Gaunpalika,,Other,25 - 29,68.0
LUMBINI,Gulmi,Madane Gaunpalika,,Other,30 - 34,68.0
LUMBINI,Gulmi,Madane Gaunpalika,,Other,35 - 39,43.0
LUMBINI,Gulmi,Madane Gaunpalika,,Other,40 - 44,92.0
LUMBINI,Gulmi,Madane Gaunpalika,,Other,45 - 49,71.0
LUMBINI,Gulmi,Madane Gaunpalika,,Not Stated,Total No. of children born alive in last 12 months,88.0
LUMBINI,Gulmi,Madane Gaunpalika,,Not Stated,15 - 19,0.0
LUMBINI,Gulmi,Madane Gaunpalika,,Not Stated,20 - 24,14.0
LUMBINI,Gulmi,Madane Gaunpalika,,Not Stated,25 - 29,13.0
LUMBINI,Gulmi,Madane Gaunpalika,,Not Stated,30 - 34,16.0
LUMBINI,Gulmi,Madane Gaunpalika,,Not Stated,35 - 39,24.0
LUMBINI,Gulmi,Madane Gaunpalika,,Not Stated,40 - 44,8.0
LUMBINI,Gulmi,Madane Gaunpalika,,Not Stated,45 - 49,13.0
LUMBINI,Gulmi,Dhurkot Gaunpalika,,Total,Total No. of children born alive in last 12 months,4363.0
LUMBINI,Gulmi,Dhurkot Gaunpalika,,Total,15 - 19,38.0
LUMBINI,Gulmi,Dhurkot Gaunpalika,,Total,20 - 24,414.0
LUMBINI,Gulmi,Dhurkot Gaunpalika,,Total,25 - 29,656.0
LUMBINI,Gulmi,Dhurkot Gaunpalika,,Total,30 - 34,716.0
LUMBINI,Gulmi,Dhurkot Gaunpalika,,Total,35 - 39,839.0
LUMBINI,Gulmi,Dhurkot Gaunpalika,,Total,40 - 44,826.0
LUMBINI,Gulmi,Dhurkot Gaunpalika,,Total,45 - 49,874.0
LUMBINI,Gulmi,Dhurkot Gaunpalika,,Student,Total No. of children born alive in last 12 months,44.0
LUMBINI,Gulmi,Dhurkot Gaunpalika,,Student,15 - 19,4.0
LUMBINI,Gulmi,Dhurkot Gaunpalika,,Student,20 - 24,25.0
LUMBINI,Gulmi,Dhurkot Gaunpalika,,Student,25 - 29,6.0
LUMBINI,Gulmi,Dhurkot Gaunpalika,,Student,30 - 34,2.0
LUMBINI,Gulmi,Dhurkot Gaunpalika,,Student,35 - 39,2.0
LUMBINI,Gulmi,Dhurkot Gaunpalika,,Student,40 - 44,0.0
LUMBINI,Gulmi,Dhurkot Gaunpalika,,Student,45 - 49,5.0
LUMBINI,Gulmi,Dhurkot Gaunpalika,,Household chores,Total No. of children born alive in last 12 months,3068.0
LUMBINI,Gulmi,Dhurkot Gaunpalika,,Household chores,15 - 19,19.0
LUMBINI,Gulmi,Dhurkot Gaunpalika,,Household chores,20 - 24,219.0
LUMBINI,Gulmi,Dhurkot Gaunpalika,,Household chores,25 - 29,435.0
LUMBINI,Gulmi,Dhurkot Gaunpalika,,Household chores,30 - 34,508.0
LUMBINI,Gulmi,Dhurkot Gaunpalika,,Household chores,35 - 39,595.0
LUMBINI,Gulmi,Dhurkot Gaunpalika,,Household chores,40 - 44,631.0
LUMBINI,Gulmi,Dhurkot Gaunpalika,,Household chores,45 - 49,661.0
LUMBINI,Gulmi,Dhurkot Gaunpalika,,Family care,Total No. of children born alive in last 12 months,765.0
LUMBINI,Gulmi,Dhurkot Gaunpalika,,Family care,15 - 19,8.0
LUMBINI,Gulmi,Dhurkot Gaunpalika,,Family care,20 - 24,109.0
LUMBINI,Gulmi,Dhurkot Gaunpalika,,Family care,25 - 29,169.0
LUMBINI,Gulmi,Dhurkot Gaunpalika,,Family care,30 - 34,114.0
LUMBINI,Gulmi,Dhurkot Gaunpalika,,Family care,35 - 39,154.0
LUMBINI,Gulmi,Dhurkot Gaunpalika,,Family care,40 - 44,113.0
LUMBINI,Gulmi,Dhurkot Gaunpalika,,Family care,45 - 49,98.0
LUMBINI,Gulmi,Dhurkot Gaunpalika,,Disable/sickness,Total No. of children born alive in last 12 months,69.0
LUMBINI,Gulmi,Dhurkot Gaunpalika,,Disable/sickness,15 - 19,2.0
LUMBINI,Gulmi,Dhurkot Gaunpalika,,Disable/sickness,20 - 24,5.0
LUMBINI,Gulmi,Dhurkot Gaunpalika,,Disable/sickness,25 - 29,4.0
LUMBINI,Gulmi,Dhurkot Gaunpalika,,Disable/sickness,30 - 34,8.0
LUMBINI,Gulmi,Dhurkot Gaunpalika,,Disable/sickness,35 - 39,14.0
LUMBINI,Gulmi,Dhurkot Gaunpalika,,Disable/sickness,40 - 44,15.0
LUMBINI,Gulmi,Dhurkot Gaunpalika,,Disable/sickness,45 - 49,21.0
LUMBINI,Gulmi,Dhurkot Gaunpalika,,Penson / income,Total No. of children born alive in last 12 months,25.0
LUMBINI,Gulmi,Dhurkot Gaunpalika,,Penson / income,15 - 19,0.0
LUMBINI,Gulmi,Dhurkot Gaunpalika,,Penson / income,20 - 24,2.0
LUMBINI,Gulmi,Dhurkot Gaunpalika,,Penson / income,25 - 29,0.0
LUMBINI,Gulmi,Dhurkot Gaunpalika,,Penson / income,30 - 34,15.0
LUMBINI,Gulmi,Dhurkot Gaunpalika,,Penson / income,35 - 39,4.0
LUMBINI,Gulmi,Dhurkot Gaunpalika,,Penson / income,40 - 44,0.0
LUMBINI,Gulmi,Dhurkot Gaunpalika,,Penson / income,45 - 49,4.0
LUMBINI,Gulmi,Dhurkot Gaunpalika,,Social work/volunteer,Total No. of children born alive in last 12 months,17.0
LUMBINI,Gulmi,Dhurkot Gaunpalika,,Social work/volunteer,15 - 19,0.0
LUMBINI,Gulmi,Dhurkot Gaunpalika,,Social work/volunteer,20 - 24,0.0
LUMBINI,Gulmi,Dhurkot Gaunpalika,,Social work/volunteer,25 - 29,1.0
LUMBINI,Gulmi,Dhurkot Gaunpalika,,Social work/volunteer,30 - 34,2.0
LUMBINI,Gulmi,Dhurkot Gaunpalika,,Social work/volunteer,35 - 39,5.0
LUMBINI,Gulmi,Dhurkot Gaunpalika,,Social work/volunteer,40 - 44,2.0
LUMBINI,Gulmi,Dhurkot Gaunpalika,,Social work/volunteer,45 - 49,7.0
LUMBINI,Gulmi,Dhurkot Gaunpalika,,Other,Total No. of children born alive in last 12 months,244.0
LUMBINI,Gulmi,Dhurkot Gaunpalika,,Other,15 - 19,3.0
LUMBINI,Gulmi,Dhurkot Gaunpalika,,Other,20 - 24,42.0
LUMBINI,Gulmi,Dhurkot Gaunpalika,,Other,25 - 29,28.0
LUMBINI,Gulmi,Dhurkot Gaunpalika,,Other,30 - 34,50.0
LUMBINI,Gulmi,Dhurkot Gaunpalika,,Other,35 - 39,37.0
LUMBINI,Gulmi,Dhurkot Gaunpalika,,Other,40 - 44,33.0
LUMBINI,Gulmi,Dhurkot Gaunpalika,,Other,45 - 49,51.0
LUMBINI,Gulmi,Dhurkot Gaunpalika,,Not Stated,Total No. of children born alive in last 12 months,131.0
LUMBINI,Gulmi,Dhurkot Gaunpalika,,Not Stated,15 - 19,2.0
LUMBINI,Gulmi,Dhurkot Gaunpalika,,Not Stated,20 - 24,12.0
LUMBINI,Gulmi,Dhurkot Gaunpalika,,Not Stated,25 - 29,13.0
LUMBINI,Gulmi,Dhurkot Gaunpalika,,Not Stated,30 - 34,17.0
LUMBINI,Gulmi,Dhurkot Gaunpalika,,Not Stated,35 - 39,28.0
LUMBINI,Gulmi,Dhurkot Gaunpalika,,Not Stated,40 - 44,32.0
LUMBINI,Gulmi,Dhurkot Gaunpalika,,Not Stated,45 - 49,27.0
LUMBINI,Gulmi,Resunga Municipality,,Total,Total No. of children born alive in last 12 months,7116.0
LUMBINI,Gulmi,Resunga Municipality,,Total,15 - 19,62.0
LUMBINI,Gulmi,Resunga Municipality,,Total,20 - 24,592.0
LUMBINI,Gulmi,Resunga Municipality,,Total,25 - 29,1286.0
LUMBINI,Gulmi,Resunga Municipality,,Total,30 - 34,1501.0
LUMBINI,Gulmi,Resunga Municipality,,Total,35 - 39,1374.0
LUMBINI,Gulmi,Resunga Municipality,,Total,40 - 44,1165.0
LUMBINI,Gulmi,Resunga Municipality,,Total,45 - 49,1136.0
LUMBINI,Gulmi,Resunga Municipality,,Student,Total No. of children born alive in last 12 months,51.0
LUMBINI,Gulmi,Resunga Municipality,,Student,15 - 19,5.0
LUMBINI,Gulmi,Resunga Municipality,,Student,20 - 24,27.0
LUMBINI,Gulmi,Resunga Municipality,,Student,25 - 29,14.0
LUMBINI,Gulmi,Resunga Municipality,,Student,30 - 34,3.0
LUMBINI,Gulmi,Resunga Municipality,,Student,35 - 39,0.0
LUMBINI,Gulmi,Resunga Municipality,,Student,40 - 44,2.0
LUMBINI,Gulmi,Resunga Municipality,,Student,45 - 49,0.0
LUMBINI,Gulmi,Resunga Municipality,,Household chores,Total No. of children born alive in last 12 months,4202.0
LUMBINI,Gulmi,Resunga Municipality,,Household chores,15 - 19,22.0
LUMBINI,Gulmi,Resunga Municipality,,Household chores,20 - 24,285.0
LUMBINI,Gulmi,Resunga Municipality,,Household chores,25 - 29,730.0
LUMBINI,Gulmi,Resunga Municipality,,Household chores,30 - 34,869.0
LUMBINI,Gulmi,Resunga Municipality,,Household chores,35 - 39,846.0
LUMBINI,Gulmi,Resunga Municipality,,Household chores,40 - 44,686.0
LUMBINI,Gulmi,Resunga Municipality,,Household chores,45 - 49,764.0
LUMBINI,Gulmi,Resunga Municipality,,Family care,Total No. of children born alive in last 12 months,1374.0
LUMBINI,Gulmi,Resunga Municipality,,Family care,15 - 19,18.0
LUMBINI,Gulmi,Resunga Municipality,,Family care,20 - 24,150.0
LUMBINI,Gulmi,Resunga Municipality,,Family care,25 - 29,254.0
LUMBINI,Gulmi,Resunga Municipality,,Family care,30 - 34,288.0
LUMBINI,Gulmi,Resunga Municipality,,Family care,35 - 39,275.0
LUMBINI,Gulmi,Resunga Municipality,,Family care,40 - 44,244.0
LUMBINI,Gulmi,Resunga Municipality,,Family care,45 - 49,145.0
LUMBINI,Gulmi,Resunga Municipality,,Disable/sickness,Total No. of children born alive in last 12 months,80.0
LUMBINI,Gulmi,Resunga Municipality,,Disable/sickness,15 - 19,1.0
LUMBINI,Gulmi,Resunga Municipality,,Disable/sickness,20 - 24,3.0
LUMBINI,Gulmi,Resunga Municipality,,Disable/sickness,25 - 29,2.0
LUMBINI,Gulmi,Resunga Municipality,,Disable/sickness,30 - 34,12.0
LUMBINI,Gulmi,Resunga Municipality,,Disable/sickness,35 - 39,15.0
LUMBINI,Gulmi,Resunga Municipality,,Disable/sickness,40 - 44,18.0
LUMBINI,Gulmi,Resunga Municipality,,Disable/sickness,45 - 49,29.0
LUMBINI,Gulmi,Resunga Municipality,,Penson / income,Total No. of children born alive in last 12 months,36.0
LUMBINI,Gulmi,Resunga Municipality,,Penson / income,15 - 19,0.0
LUMBINI,Gulmi,Resunga Municipality,,Penson / income,20 - 24,3.0
LUMBINI,Gulmi,Resunga Municipality,,Penson / income,25 - 29,3.0
LUMBINI,Gulmi,Resunga Municipality,,Penson / income,30 - 34,0.0
LUMBINI,Gulmi,Resunga Municipality,,Penson / income,35 - 39,9.0
LUMBINI,Gulmi,Resunga Municipality,,Penson / income,40 - 44,13.0
LUMBINI,Gulmi,Resunga Municipality,,Penson / income,45 - 49,8.0
LUMBINI,Gulmi,Resunga Municipality,,Social work/volunteer,Total No. of children born alive in last 12 months,18.0
LUMBINI,Gulmi,Resunga Municipality,,Social work/volunteer,15 - 19,0.0
LUMBINI,Gulmi,Resunga Municipality,,Social work/volunteer,20 - 24,0.0
LUMBINI,Gulmi,Resunga Municipality,,Social work/volunteer,25 - 29,0.0
LUMBINI,Gulmi,Resunga Municipality,,Social work/volunteer,30 - 34,2.0
LUMBINI,Gulmi,Resunga Municipality,,Social work/volunteer,35 - 39,7.0
LUMBINI,Gulmi,Resunga Municipality,,Social work/volunteer,40 - 44,2.0
LUMBINI,Gulmi,Resunga Municipality,,Social work/volunteer,45 - 49,7.0
LUMBINI,Gulmi,Resunga Municipality,,Other,Total No. of children born alive in last 12 months,1319.0
LUMBINI,Gulmi,Resunga Municipality,,Other,15 - 19,16.0
LUMBINI,Gulmi,Resunga Municipality,,Other,20 - 24,122.0
LUMBINI,Gulmi,Resunga Municipality,,Other,25 - 29,281.0
LUMBINI,Gulmi,Resunga Municipality,,Other,30 - 34,318.0
LUMBINI,Gulmi,Resunga Municipality,,Other,35 - 39,217.0
LUMBINI,Gulmi,Resunga Municipality,,Other,40 - 44,194.0
LUMBINI,Gulmi,Resunga Municipality,,Other,45 - 49,171.0
LUMBINI,Gulmi,Resunga Municipality,,Not Stated,Total No. of children born alive in last 12 months,36.0
LUMBINI,Gulmi,Resunga Municipality,,Not Stated,15 - 19,0.0
LUMBINI,Gulmi,Resunga Municipality,,Not Stated,20 - 24,2.0
LUMBINI,Gulmi,Resunga Municipality,,Not Stated,25 - 29,2.0
LUMBINI,Gulmi,Resunga Municipality,,Not Stated,30 - 34,9.0
LUMBINI,Gulmi,Resunga Municipality,,Not Stated,35 - 39,5.0
LUMBINI,Gulmi,Resunga Municipality,,Not Stated,40 - 44,6.0
LUMBINI,Gulmi,Resunga Municipality,,Not Stated,45 - 49,12.0
LUMBINI,Gulmi,Gulmi Durbar Gaunpalika,,Total,Total No. of children born alive in last 12 months,2674.0
LUMBINI,Gulmi,Gulmi Durbar Gaunpalika,,Total,15 - 19,35.0
LUMBINI,Gulmi,Gulmi Durbar Gaunpalika,,Total,20 - 24,243.0
LUMBINI,Gulmi,Gulmi Durbar Gaunpalika,,Total,25 - 29,459.0
LUMBINI,Gulmi,Gulmi Durbar Gaunpalika,,Total,30 - 34,443.0
LUMBINI,Gulmi,Gulmi Durbar Gaunpalika,,Total,35 - 39,496.0
LUMBINI,Gulmi,Gulmi Durbar Gaunpalika,,Total,40 - 44,480.0
LUMBINI,Gulmi,Gulmi Durbar Gaunpalika,,Total,45 - 49,518.0
LUMBINI,Gulmi,Gulmi Durbar Gaunpalika,,Student,Total No. of children born alive in last 12 months,12.0
LUMBINI,Gulmi,Gulmi Durbar Gaunpalika,,Student,15 - 19,1.0
LUMBINI,Gulmi,Gulmi Durbar Gaunpalika,,Student,20 - 24,9.0
LUMBINI,Gulmi,Gulmi Durbar Gaunpalika,,Student,25 - 29,2.0
LUMBINI,Gulmi,Gulmi Durbar Gaunpalika,,Student,30 - 34,0.0
LUMBINI,Gulmi,Gulmi Durbar Gaunpalika,,Student,35 - 39,0.0
LUMBINI,Gulmi,Gulmi Durbar Gaunpalika,,Student,40 - 44,0.0
LUMBINI,Gulmi,Gulmi Durbar Gaunpalika,,Student,45 - 49,0.0
LUMBINI,Gulmi,Gulmi Durbar Gaunpalika,,Household chores,Total No. of children born alive in last 12 months,2074.0
LUMBINI,Gulmi,Gulmi Durbar Gaunpalika,,Household chores,15 - 19,20.0
LUMBINI,Gulmi,Gulmi Durbar Gaunpalika,,Household chores,20 - 24,163.0
LUMBINI,Gulmi,Gulmi Durbar Gaunpalika,,Household chores,25 - 29,344.0
LUMBINI,Gulmi,Gulmi Durbar Gaunpalika,,Household chores,30 - 34,360.0
LUMBINI,Gulmi,Gulmi Durbar Gaunpalika,,Household chores,35 - 39,375.0
LUMBINI,Gulmi,Gulmi Durbar Gaunpalika,,Household chores,40 - 44,402.0
LUMBINI,Gulmi,Gulmi Durbar Gaunpalika,,Household chores,45 - 49,410.0
LUMBINI,Gulmi,Gulmi Durbar Gaunpalika,,Family care,Total No. of children born alive in last 12 months,171.0
LUMBINI,Gulmi,Gulmi Durbar Gaunpalika,,Family care,15 - 19,9.0
LUMBINI,Gulmi,Gulmi Durbar Gaunpalika,,Family care,20 - 24,33.0
LUMBINI,Gulmi,Gulmi Durbar Gaunpalika,,Family care,25 - 29,21.0
LUMBINI,Gulmi,Gulmi Durbar Gaunpalika,,Family care,30 - 34,25.0
LUMBINI,Gulmi,Gulmi Durbar Gaunpalika,,Family care,35 - 39,35.0
LUMBINI,Gulmi,Gulmi Durbar Gaunpalika,,Family care,40 - 44,39.0
LUMBINI,Gulmi,Gulmi Durbar Gaunpalika,,Family care,45 - 49,9.0
LUMBINI,Gulmi,Gulmi Durbar Gaunpalika,,Disable/sickness,Total No. of children born alive in last 12 months,37.0
LUMBINI,Gulmi,Gulmi Durbar Gaunpalika,,Disable/sickness,15 - 19,1.0
LUMBINI,Gulmi,Gulmi Durbar Gaunpalika,,Disable/sickness,20 - 24,0.0
LUMBINI,Gulmi,Gulmi Durbar Gaunpalika,,Disable/sickness,25 - 29,4.0
LUMBINI,Gulmi,Gulmi Durbar Gaunpalika,,Disable/sickness,30 - 34,6.0
LUMBINI,Gulmi,Gulmi Durbar Gaunpalika,,Disable/sickness,35 - 39,2.0
LUMBINI,Gulmi,Gulmi Durbar Gaunpalika,,Disable/sickness,40 - 44,5.0
LUMBINI,Gulmi,Gulmi Durbar Gaunpalika,,Disable/sickness,45 - 49,19.0
LUMBINI,Gulmi,Gulmi Durbar Gaunpalika,,Penson / income,Total No. of children born alive in last 12 months,21.0
LUMBINI,Gulmi,Gulmi Durbar Gaunpalika,,Penson / income,15 - 19,0.0
LUMBINI,Gulmi,Gulmi Durbar Gaunpalika,,Penson / income,20 - 24,3.0
LUMBINI,Gulmi,Gulmi Durbar Gaunpalika,,Penson / income,25 - 29,1.0
LUMBINI,Gulmi,Gulmi Durbar Gaunpalika,,Penson / income,30 - 34,0.0
LUMBINI,Gulmi,Gulmi Durbar Gaunpalika,,Penson / income,35 - 39,5.0
LUMBINI,Gulmi,Gulmi Durbar Gaunpalika,,Penson / income,40 - 44,12.0
LUMBINI,Gulmi,Gulmi Durbar Gaunpalika,,Penson / income,45 - 49,0.0
LUMBINI,Gulmi,Gulmi Durbar Gaunpalika,,Social work/volunteer,Total No. of children born alive in last 12 months,5.0
LUMBINI,Gulmi,Gulmi Durbar Gaunpalika,,Social work/volunteer,15 - 19,0.0
LUMBINI,Gulmi,Gulmi Durbar Gaunpalika,,Social work/volunteer,20 - 24,0.0
LUMBINI,Gulmi,Gulmi Durbar Gaunpalika,,Social work/volunteer,25 - 29,0.0
LUMBINI,Gulmi,Gulmi Durbar Gaunpalika,,Social work/volunteer,30 - 34,0.0
LUMBINI,Gulmi,Gulmi Durbar Gaunpalika,,Social work/volunteer,35 - 39,0.0
LUMBINI,Gulmi,Gulmi Durbar Gaunpalika,,Social work/volunteer,40 - 44,0.0
LUMBINI,Gulmi,Gulmi Durbar Gaunpalika,,Social work/volunteer,45 - 49,5.0
LUMBINI,Gulmi,Gulmi Durbar Gaunpalika,,Other,Total No. of children born alive in last 12 months,334.0
LUMBINI,Gulmi,Gulmi Durbar Gaunpalika,,Other,15 - 19,3.0
LUMBINI,Gulmi,Gulmi Durbar Gaunpalika,,Other,20 - 24,35.0
LUMBINI,Gulmi,Gulmi Durbar Gaunpalika,,Other,25 - 29,83.0
LUMBINI,Gulmi,Gulmi Durbar Gaunpalika,,Other,30 - 34,48.0
LUMBINI,Gulmi,Gulmi Durbar Gaunpalika,,Other,35 - 39,71.0
LUMBINI,Gulmi,Gulmi Durbar Gaunpalika,,Other,40 - 44,19.0
LUMBINI,Gulmi,Gulmi Durbar Gaunpalika,,Other,45 - 49,75.0
LUMBINI,Gulmi,Gulmi Durbar Gaunpalika,,Not Stated,Total No. of children born alive in last 12 months,20.0
LUMBINI,Gulmi,Gulmi Durbar Gaunpalika,,Not Stated,15 - 19,1.0
LUMBINI,Gulmi,Gulmi Durbar Gaunpalika,,Not Stated,20 - 24,0.0
LUMBINI,Gulmi,Gulmi Durbar Gaunpalika,,Not Stated,25 - 29,4.0
LUMBINI,Gulmi,Gulmi Durbar Gaunpalika,,Not Stated,30 - 34,4.0
LUMBINI,Gulmi,Gulmi Durbar Gaunpalika,,Not Stated,35 - 39,8.0
LUMBINI,Gulmi,Gulmi Durbar Gaunpalika,,Not Stated,40 - 44,3.0
LUMBINI,Gulmi,Gulmi Durbar Gaunpalika,,Not Stated,45 - 49,0.0
LUMBINI,Gulmi,Chhatrakot Gaunpalika,,Total,Total No. of children born alive in last 12 months,5392.0
LUMBINI,Gulmi,Chhatrakot Gaunpalika,,Total,15 - 19,49.0
LUMBINI,Gulmi,Chhatrakot Gaunpalika,,Total,20 - 24,427.0
LUMBINI,Gulmi,Chhatrakot Gaunpalika,,Total,25 - 29,832.0
LUMBINI,Gulmi,Chhatrakot Gaunpalika,,Total,30 - 34,928.0
LUMBINI,Gulmi,Chhatrakot Gaunpalika,,Total,35 - 39,1032.0
LUMBINI,Gulmi,Chhatrakot Gaunpalika,,Total,40 - 44,929.0
LUMBINI,Gulmi,Chhatrakot Gaunpalika,,Total,45 - 49,1195.0
LUMBINI,Gulmi,Chhatrakot Gaunpalika,,Student,Total No. of children born alive in last 12 months,27.0
LUMBINI,Gulmi,Chhatrakot Gaunpalika,,Student,15 - 19,5.0
LUMBINI,Gulmi,Chhatrakot Gaunpalika,,Student,20 - 24,11.0
LUMBINI,Gulmi,Chhatrakot Gaunpalika,,Student,25 - 29,3.0
LUMBINI,Gulmi,Chhatrakot Gaunpalika,,Student,30 - 34,0.0
LUMBINI,Gulmi,Chhatrakot Gaunpalika,,Student,35 - 39,2.0
LUMBINI,Gulmi,Chhatrakot Gaunpalika,,Student,40 - 44,6.0
LUMBINI,Gulmi,Chhatrakot Gaunpalika,,Student,45 - 49,0.0
LUMBINI,Gulmi,Chhatrakot Gaunpalika,,Household chores,Total No. of children born alive in last 12 months,3982.0
LUMBINI,Gulmi,Chhatrakot Gaunpalika,,Household chores,15 - 19,29.0
LUMBINI,Gulmi,Chhatrakot Gaunpalika,,Household chores,20 - 24,290.0
LUMBINI,Gulmi,Chhatrakot Gaunpalika,,Household chores,25 - 29,567.0
LUMBINI,Gulmi,Chhatrakot Gaunpalika,,Household chores,30 - 34,689.0
LUMBINI,Gulmi,Chhatrakot Gaunpalika,,Household chores,35 - 39,766.0
LUMBINI,Gulmi,Chhatrakot Gaunpalika,,Household chores,40 - 44,717.0
LUMBINI,Gulmi,Chhatrakot Gaunpalika,,Household chores,45 - 49,924.0
LUMBINI,Gulmi,Chhatrakot Gaunpalika,,Family care,Total No. of children born alive in last 12 months,868.0
LUMBINI,Gulmi,Chhatrakot Gaunpalika,,Family care,15 - 19,9.0
LUMBINI,Gulmi,Chhatrakot Gaunpalika,,Family care,20 - 24,82.0
LUMBINI,Gulmi,Chhatrakot Gaunpalika,,Family care,25 - 29,162.0
LUMBINI,Gulmi,Chhatrakot Gaunpalika,,Family care,30 - 34,155.0
LUMBINI,Gulmi,Chhatrakot Gaunpalika,,Family care,35 - 39,174.0
LUMBINI,Gulmi,Chhatrakot Gaunpalika,,Family care,40 - 44,116.0
LUMBINI,Gulmi,Chhatrakot Gaunpalika,,Family care,45 - 49,170.0
LUMBINI,Gulmi,Chhatrakot Gaunpalika,,Disable/sickness,Total No. of children born alive in last 12 months,92.0
LUMBINI,Gulmi,Chhatrakot Gaunpalika,,Disable/sickness,15 - 19,0.0
LUMBINI,Gulmi,Chhatrakot Gaunpalika,,Disable/sickness,20 - 24,8.0
LUMBINI,Gulmi,Chhatrakot Gaunpalika,,Disable/sickness,25 - 29,8.0
LUMBINI,Gulmi,Chhatrakot Gaunpalika,,Disable/sickness,30 - 34,20.0
LUMBINI,Gulmi,Chhatrakot Gaunpalika,,Disable/sickness,35 - 39,22.0
LUMBINI,Gulmi,Chhatrakot Gaunpalika,,Disable/sickness,40 - 44,17.0
LUMBINI,Gulmi,Chhatrakot Gaunpalika,,Disable/sickness,45 - 49,17.0
LUMBINI,Gulmi,Chhatrakot Gaunpalika,,Penson / income,Total No. of children born alive in last 12 months,7.0
LUMBINI,Gulmi,Chhatrakot Gaunpalika,,Penson / income,15 - 19,0.0
LUMBINI,Gulmi,Chhatrakot Gaunpalika,,Penson / income,20 - 24,0.0
LUMBINI,Gulmi,Chhatrakot Gaunpalika,,Penson / income,25 - 29,2.0
LUMBINI,Gulmi,Chhatrakot Gaunpalika,,Penson / income,30 - 34,0.0
LUMBINI,Gulmi,Chhatrakot Gaunpalika,,Penson / income,35 - 39,3.0
LUMBINI,Gulmi,Chhatrakot Gaunpalika,,Penson / income,40 - 44,2.0
LUMBINI,Gulmi,Chhatrakot Gaunpalika,,Penson / income,45 - 49,0.0
LUMBINI,Gulmi,Chhatrakot Gaunpalika,,Social work/volunteer,Total No. of children born alive in last 12 months,22.0
