province,district,palika,sex,breakdown,sector,value
LUMBINI,Nawalparasi (West),Susta Gaunpalika,,Total,20 - 24,1103.0
LUMBINI,Nawalparasi (West),Susta Gaunpalika,,Total,25 - 29,2392.0
LUMBINI,Nawalparasi (West),Susta Gaunpalika,,Total,30 - 34,2440.0
LUMBINI,Nawalparasi (West),Susta Gaunpalika,,Total,35 - 39,2480.0
LUMBINI,Nawalparasi (West),Susta Gaunpalika,,Total,40 - 44,1602.0
LUMBINI,Nawalparasi (West),Susta Gaunpalika,,Total,45 - 49,1481.0
LUMBINI,Nawalparasi (West),Susta Gaunpalika,,Student,Total No. of children born alive in last 12 months,51.0
LUMBINI,Nawalparasi (West),Susta Gaunpalika,,Student,15 - 19,4.0
LUMBINI,Nawalparasi (West),Susta Gaunpalika,,Student,20 - 24,23.0
LUMBINI,Nawalparasi (West),Susta Gaunpalika,,Student,25 - 29,12.0
LUMBINI,Nawalparasi (West),Susta Gaunpalika,,Student,30 - 34,11.0
LUMBINI,Nawalparasi (West),Susta Gaunpalika,,Student,35 - 39,1.0
LUMBINI,Nawalparasi (West),Susta Gaunpalika,,Student,40 - 44,0.0
LUMBINI,Nawalparasi (West),Susta Gaunpalika,,Student,45 - 49,0.0
LUMBINI,Nawalparasi (West),Susta Gaunpalika,,Household chores,Total No. of children born alive in last 12 months,6334.0
LUMBINI,Nawalparasi (West),Susta Gaunpalika,,Household chores,15 - 19,46.0
LUMBINI,Nawalparasi (West),Susta Gaunpalika,,Household chores,20 - 24,492.0
LUMBINI,Nawalparasi (West),Susta Gaunpalika,,Household chores,25 - 29,1242.0
LUMBINI,Nawalparasi (West),Susta Gaunpalika,,Household chores,30 - 34,1330.0
LUMBINI,Nawalparasi (West),Susta Gaunpalika,,Household chores,35 - 39,1481.0
LUMBINI,Nawalparasi (West),Susta Gaunpalika,,Household chores,40 - 44,925.0
LUMBINI,Nawalparasi (West),Susta Gaunpalika,,Household chores,45 - 49,818.0
LUMBINI,Nawalparasi (West),Susta Gaunpalika,,Family care,Total No. of children born alive in last 12 months,2446.0
LUMBINI,Nawalparasi (West),Susta Gaunpalika,,Family care,15 - 19,24.0
LUMBINI,Nawalparasi (West),Susta Gaunpalika,,Family care,20 - 24,288.0
LUMBINI,Nawalparasi (West),Susta Gaunpalika,,Family care,25 - 29,543.0
LUMBINI,Nawalparasi (West),Susta Gaunpalika,,Family care,30 - 34,491.0
LUMBINI,Nawalparasi (West),Susta Gaunpalika,,Family care,35 - 39,473.0
LUMBINI,Nawalparasi (West),Susta Gaunpalika,,Family care,40 - 44,347.0
LUMBINI,Nawalparasi (West),Susta Gaunpalika,,Family care,45 - 49,280.0
LUMBINI,Nawalparasi (West),Susta Gaunpalika,,Disable/sickness,Total No. of children born alive in last 12 months,76.0
LUMBINI,Nawalparasi (West),Susta Gaunpalika,,Disable/sickness,15 - 19,0.0
LUMBINI,Nawalparasi (West),Susta Gaunpalika,,Disable/sickness,20 - 24,0.0
LUMBINI,Nawalparasi (West),Susta Gaunpalika,,Disable/sickness,25 - 29,4.0
LUMBINI,Nawalparasi (West),Susta Gaunpalika,,Disable/sickness,30 - 34,9.0
LUMBINI,Nawalparasi (West),Susta Gaunpalika,,Disable/sickness,35 - 39,20.0
LUMBINI,Nawalparasi (West),Susta Gaunpalika,,Disable/sickness,40 - 44,8.0
LUMBINI,Nawalparasi (West),Susta Gaunpalika,,Disable/sickness,45 - 49,35.0
LUMBINI,Nawalparasi (West),Susta Gaunpalika,,Penson / income,Total No. of children born alive in last 12 months,25.0
LUMBINI,Nawalparasi (West),Susta Gaunpalika,,Penson / income,15 - 19,0.0
LUMBINI,Nawalparasi (West),Susta Gaunpalika,,Penson / income,20 - 24,0.0
LUMBINI,Nawalparasi (West),Susta Gaunpalika,,Penson / income,25 - 29,6.0
LUMBINI,Nawalparasi (West),Susta Gaunpalika,,Penson / income,30 - 34,0.0
LUMBINI,Nawalparasi (West),Susta Gaunpalika,,Penson / income,35 - 39,5.0
LUMBINI,Nawalparasi (West),Susta Gaunpalika,,Penson / income,40 - 44,9.0
LUMBINI,Nawalparasi (West),Susta Gaunpalika,,Penson / income,45 - 49,5.0
LUMBINI,Nawalparasi (West),Susta Gaunpalika,,Social work/volunteer,Total No. of children born alive in last 12 months,9.0
LUMBINI,Nawalparasi (West),Susta Gaunpalika,,Social work/volunteer,15 - 19,0.0
LUMBINI,Nawalparasi (West),Susta Gaunpalika,,Social work/volunteer,20 - 24,0.0
LUMBINI,Nawalparasi (West),Susta Gaunpalika,,Social work/volunteer,25 - 29,0.0
LUMBINI,Nawalparasi (West),Susta Gaunpalika,,Social work/volunteer,30 - 34,4.0
LUMBINI,Nawalparasi (West),Susta Gaunpalika,,Social work/volunteer,35 - 39,0.0
LUMBINI,Nawalparasi (West),Susta Gaunpalika,,Social work/volunteer,40 - 44,0.0
LUMBINI,Nawalparasi (West),Susta Gaunpalika,,Social work/volunteer,45 - 49,5.0
LUMBINI,Nawalparasi (West),Susta Gaunpalika,,Other,Total No. of children born alive in last 12 months,2577.0
LUMBINI,Nawalparasi (West),Susta Gaunpalika,,Other,15 - 19,26.0
LUMBINI,Nawalparasi (West),Susta Gaunpalika,,Other,20 - 24,299.0
LUMBINI,Nawalparasi (West),Susta Gaunpalika,,Other,25 - 29,578.0
LUMBINI,Nawalparasi (West),Susta Gaunpalika,,Other,30 - 34,570.0
LUMBINI,Nawalparasi (West),Susta Gaunpalika,,Other,35 - 39,478.0
LUMBINI,Nawalparasi (West),Susta Gaunpalika,,Other,40 - 44,303.0
LUMBINI,Nawalparasi (West),Susta Gaunpalika,,Other,45 - 49,323.0
LUMBINI,Nawalparasi (West),Susta Gaunpalika,,Not Stated,Total No. of children born alive in last 12 months,85.0
LUMBINI,Nawalparasi (West),Susta Gaunpalika,,Not Stated,15 - 19,5.0
LUMBINI,Nawalparasi (West),Susta Gaunpalika,,Not Stated,20 - 24,1.0
LUMBINI,Nawalparasi (West),Susta Gaunpalika,,Not Stated,25 - 29,7.0
LUMBINI,Nawalparasi (West),Susta Gaunpalika,,Not Stated,30 - 34,25.0
LUMBINI,Nawalparasi (West),Susta Gaunpalika,,Not Stated,35 - 39,22.0
LUMBINI,Nawalparasi (West),Susta Gaunpalika,,Not Stated,40 - 44,10.0
LUMBINI,Nawalparasi (West),Susta Gaunpalika,,Not Stated,45 - 49,15.0
LUMBINI,Nawalparasi (West),INSTITUTIONAL,,Total,Total No. of children born alive in last 12 months,0.0
LUMBINI,Nawalparasi (West),INSTITUTIONAL,,Total,15 - 19,0.0
LUMBINI,Nawalparasi (West),INSTITUTIONAL,,Total,20 - 24,0.0
LUMBINI,Nawalparasi (West),INSTITUTIONAL,,Total,25 - 29,0.0
LUMBINI,Nawalparasi (West),INSTITUTIONAL,,Total,30 - 34,0.0
LUMBINI,Nawalparasi (West),INSTITUTIONAL,,Total,35 - 39,0.0
LUMBINI,Nawalparasi (West),INSTITUTIONAL,,Total,40 - 44,0.0
LUMBINI,Nawalparasi (West),INSTITUTIONAL,,Total,45 - 49,0.0
LUMBINI,Nawalparasi (West),INSTITUTIONAL,,Student,Total No. of children born alive in last 12 months,0.0
LUMBINI,Nawalparasi (West),INSTITUTIONAL,,Student,15 - 19,0.0
LUMBINI,Nawalparasi (West),INSTITUTIONAL,,Student,20 - 24,0.0
LUMBINI,Nawalparasi (West),INSTITUTIONAL,,Student,25 - 29,0.0
LUMBINI,Nawalparasi (West),INSTITUTIONAL,,Student,30 - 34,0.0
LUMBINI,Nawalparasi (West),INSTITUTIONAL,,Student,35 - 39,0.0
LUMBINI,Nawalparasi (West),INSTITUTIONAL,,Student,40 - 44,0.0
LUMBINI,Nawalparasi (West),INSTITUTIONAL,,Student,45 - 49,0.0
LUMBINI,Nawalparasi (West),INSTITUTIONAL,,Household chores,Total No. of children born alive in last 12 months,0.0
LUMBINI,Nawalparasi (West),INSTITUTIONAL,,Household chores,15 - 19,0.0
LUMBINI,Nawalparasi (West),INSTITUTIONAL,,Household chores,20 - 24,0.0
LUMBINI,Nawalparasi (West),INSTITUTIONAL,,Household chores,25 - 29,0.0
LUMBINI,Nawalparasi (West),INSTITUTIONAL,,Household chores,30 - 34,0.0
LUMBINI,Nawalparasi (West),INSTITUTIONAL,,Household chores,35 - 39,0.0
LUMBINI,Nawalparasi (West),INSTITUTIONAL,,Household chores,40 - 44,0.0
LUMBINI,Nawalparasi (West),INSTITUTIONAL,,Household chores,45 - 49,0.0
LUMBINI,Nawalparasi (West),INSTITUTIONAL,,Family care,Total No. of children born alive in last 12 months,0.0
LUMBINI,Nawalparasi (West),INSTITUTIONAL,,Family care,15 - 19,0.0
LUMBINI,Nawalparasi (West),INSTITUTIONAL,,Family care,20 - 24,0.0
LUMBINI,Nawalparasi (West),INSTITUTIONAL,,Family care,25 - 29,0.0
LUMBINI,Nawalparasi (West),INSTITUTIONAL,,Family care,30 - 34,0.0
LUMBINI,Nawalparasi (West),INSTITUTIONAL,,Family care,35 - 39,0.0
LUMBINI,Nawalparasi (West),INSTITUTIONAL,,Family care,40 - 44,0.0
LUMBINI,Nawalparasi (West),INSTITUTIONAL,,Family care,45 - 49,0.0
LUMBINI,Nawalparasi (West),INSTITUTIONAL,,Disable/sickness,Total No. of children born alive in last 12 months,0.0
LUMBINI,Nawalparasi (West),INSTITUTIONAL,,Disable/sickness,15 - 19,0.0
LUMBINI,Nawalparasi (West),INSTITUTIONAL,,Disable/sickness,20 - 24,0.0
LUMBINI,Nawalparasi (West),INSTITUTIONAL,,Disable/sickness,25 - 29,0.0
LUMBINI,Nawalparasi (West),INSTITUTIONAL,,Disable/sickness,30 - 34,0.0
LUMBINI,Nawalparasi (West),INSTITUTIONAL,,Disable/sickness,35 - 39,0.0
LUMBINI,Nawalparasi (West),INSTITUTIONAL,,Disable/sickness,40 - 44,0.0
LUMBINI,Nawalparasi (West),INSTITUTIONAL,,Disable/sickness,45 - 49,0.0
LUMBINI,Nawalparasi (West),INSTITUTIONAL,,Penson / income,Total No. of children born alive in last 12 months,0.0
LUMBINI,Nawalparasi (West),INSTITUTIONAL,,Penson / income,15 - 19,0.0
LUMBINI,Nawalparasi (West),INSTITUTIONAL,,Penson / income,20 - 24,0.0
LUMBINI,Nawalparasi (West),INSTITUTIONAL,,Penson / income,25 - 29,0.0
LUMBINI,Nawalparasi (West),INSTITUTIONAL,,Penson / income,30 - 34,0.0
LUMBINI,Nawalparasi (West),INSTITUTIONAL,,Penson / income,35 - 39,0.0
LUMBINI,Nawalparasi (West),INSTITUTIONAL,,Penson / income,40 - 44,0.0
LUMBINI,Nawalparasi (West),INSTITUTIONAL,,Penson / income,45 - 49,0.0
LUMBINI,Nawalparasi (West),INSTITUTIONAL,,Social work/volunteer,Total No. of children born alive in last 12 months,0.0
LUMBINI,Nawalparasi (West),INSTITUTIONAL,,Social work/volunteer,15 - 19,0.0
LUMBINI,Nawalparasi (West),INSTITUTIONAL,,Social work/volunteer,20 - 24,0.0
LUMBINI,Nawalparasi (West),INSTITUTIONAL,,Social work/volunteer,25 - 29,0.0
LUMBINI,Nawalparasi (West),INSTITUTIONAL,,Social work/volunteer,30 - 34,0.0
LUMBINI,Nawalparasi (West),INSTITUTIONAL,,Social work/volunteer,35 - 39,0.0
LUMBINI,Nawalparasi (West),INSTITUTIONAL,,Social work/volunteer,40 - 44,0.0
LUMBINI,Nawalparasi (West),INSTITUTIONAL,,Social work/volunteer,45 - 49,0.0
LUMBINI,Nawalparasi (West),INSTITUTIONAL,,Other,Total No. of children born alive in last 12 months,0.0
LUMBINI,Nawalparasi (West),INSTITUTIONAL,,Other,15 - 19,0.0
LUMBINI,Nawalparasi (West),INSTITUTIONAL,,Other,20 - 24,0.0
LUMBINI,Nawalparasi (West),INSTITUTIONAL,,Other,25 - 29,0.0
LUMBINI,Nawalparasi (West),INSTITUTIONAL,,Other,30 - 34,0.0
LUMBINI,Nawalparasi (West),INSTITUTIONAL,,Other,35 - 39,0.0
LUMBINI,Nawalparasi (West),INSTITUTIONAL,,Other,40 - 44,0.0
LUMBINI,Nawalparasi (West),INSTITUTIONAL,,Other,45 - 49,0.0
LUMBINI,Nawalparasi (West),INSTITUTIONAL,,Not Stated,Total No. of children born alive in last 12 months,0.0
LUMBINI,Nawalparasi (West),INSTITUTIONAL,,Not Stated,15 - 19,0.0
LUMBINI,Nawalparasi (West),INSTITUTIONAL,,Not Stated,20 - 24,0.0
LUMBINI,Nawalparasi (West),INSTITUTIONAL,,Not Stated,25 - 29,0.0
LUMBINI,Nawalparasi (West),INSTITUTIONAL,,Not Stated,30 - 34,0.0
LUMBINI,Nawalparasi (West),INSTITUTIONAL,,Not Stated,35 - 39,0.0
LUMBINI,Nawalparasi (West),INSTITUTIONAL,,Not Stated,40 - 44,0.0
LUMBINI,Nawalparasi (West),INSTITUTIONAL,,Not Stated,45 - 49,0.0
LUMBINI,Rupandehi,,,Total,Total No. of children born alive in last 12 months,317833.0
LUMBINI,Rupandehi,,,Total,15 - 19,1841.0
LUMBINI,Rupandehi,,,Total,20 - 24,23937.0
LUMBINI,Rupandehi,,,Total,25 - 29,53555.0
LUMBINI,Rupandehi,,,Total,30 - 34,64041.0
LUMBINI,Rupandehi,,,Total,35 - 39,68681.0
LUMBINI,Rupandehi,,,Total,40 - 44,58165.0
LUMBINI,Rupandehi,,,Total,45 - 49,47613.0
LUMBINI,Rupandehi,,,Student,Total No. of children born alive in last 12 months,1810.0
LUMBINI,Rupandehi,,,Student,15 - 19,140.0
LUMBINI,Rupandehi,,,Student,20 - 24,906.0
LUMBINI,Rupandehi,,,Student,25 - 29,554.0
LUMBINI,Rupandehi,,,Student,30 - 34,104.0
LUMBINI,Rupandehi,,,Student,35 - 39,72.0
LUMBINI,Rupandehi,,,Student,40 - 44,27.0
LUMBINI,Rupandehi,,,Student,45 - 49,7.0
LUMBINI,Rupandehi,,,Household chores,Total No. of children born alive in last 12 months,167395.0
LUMBINI,Rupandehi,,,Household chores,15 - 19,856.0
LUMBINI,Rupandehi,,,Household chores,20 - 24,11314.0
LUMBINI,Rupandehi,,,Household chores,25 - 29,27245.0
LUMBINI,Rupandehi,,,Household chores,30 - 34,33796.0
LUMBINI,Rupandehi,,,Household chores,35 - 39,36919.0
LUMBINI,Rupandehi,,,Household chores,40 - 44,31561.0
LUMBINI,Rupandehi,,,Household chores,45 - 49,25704.0
LUMBINI,Rupandehi,,,Family care,Total No. of children born alive in last 12 months,70781.0
LUMBINI,Rupandehi,,,Family care,15 - 19,387.0
LUMBINI,Rupandehi,,,Family care,20 - 24,5815.0
LUMBINI,Rupandehi,,,Family care,25 - 29,12813.0
LUMBINI,Rupandehi,,,Family care,30 - 34,14507.0
LUMBINI,Rupandehi,,,Family care,35 - 39,15174.0
LUMBINI,Rupandehi,,,Family care,40 - 44,12337.0
LUMBINI,Rupandehi,,,Family care,45 - 49,9748.0
LUMBINI,Rupandehi,,,Disable/sickness,Total No. of children born alive in last 12 months,2164.0
LUMBINI,Rupandehi,,,Disable/sickness,15 - 19,10.0
LUMBINI,Rupandehi,,,Disable/sickness,20 - 24,60.0
LUMBINI,Rupandehi,,,Disable/sickness,25 - 29,149.0
LUMBINI,Rupandehi,,,Disable/sickness,30 - 34,195.0
LUMBINI,Rupandehi,,,Disable/sickness,35 - 39,402.0
LUMBINI,Rupandehi,,,Disable/sickness,40 - 44,606.0
LUMBINI,Rupandehi,,,Disable/sickness,45 - 49,742.0
LUMBINI,Rupandehi,,,Penson / income,Total No. of children born alive in last 12 months,926.0
LUMBINI,Rupandehi,,,Penson / income,15 - 19,1.0
LUMBINI,Rupandehi,,,Penson / income,20 - 24,21.0
LUMBINI,Rupandehi,,,Penson / income,25 - 29,74.0
LUMBINI,Rupandehi,,,Penson / income,30 - 34,165.0
LUMBINI,Rupandehi,,,Penson / income,35 - 39,173.0
LUMBINI,Rupandehi,,,Penson / income,40 - 44,262.0
LUMBINI,Rupandehi,,,Penson / income,45 - 49,230.0
LUMBINI,Rupandehi,,,Social work/volunteer,Total No. of children born alive in last 12 months,694.0
LUMBINI,Rupandehi,,,Social work/volunteer,15 - 19,1.0
LUMBINI,Rupandehi,,,Social work/volunteer,20 - 24,27.0
LUMBINI,Rupandehi,,,Social work/volunteer,25 - 29,89.0
LUMBINI,Rupandehi,,,Social work/volunteer,30 - 34,115.0
LUMBINI,Rupandehi,,,Social work/volunteer,35 - 39,168.0
LUMBINI,Rupandehi,,,Social work/volunteer,40 - 44,154.0
LUMBINI,Rupandehi,,,Social work/volunteer,45 - 49,140.0
LUMBINI,Rupandehi,,,Other,Total No. of children born alive in last 12 months,72196.0
LUMBINI,Rupandehi,,,Other,15 - 19,425.0
LUMBINI,Rupandehi,,,Other,20 - 24,5686.0
LUMBINI,Rupandehi,,,Other,25 - 29,12340.0
LUMBINI,Rupandehi,,,Other,30 - 34,14840.0
LUMBINI,Rupandehi,,,Other,35 - 39,15324.0
LUMBINI,Rupandehi,,,Other,40 - 44,12837.0
LUMBINI,Rupandehi,,,Other,45 - 49,10744.0
LUMBINI,Rupandehi,,,Not Stated,Total No. of children born alive in last 12 months,1867.0
LUMBINI,Rupandehi,,,Not Stated,15 - 19,21.0
LUMBINI,Rupandehi,,,Not Stated,20 - 24,108.0
LUMBINI,Rupandehi,,,Not Stated,25 - 29,291.0
LUMBINI,Rupandehi,,,Not Stated,30 - 34,319.0
LUMBINI,Rupandehi,,,Not Stated,35 - 39,449.0
LUMBINI,Rupandehi,,,Not Stated,40 - 44,381.0
LUMBINI,Rupandehi,,,Not Stated,45 - 49,298.0
LUMBINI,Rupandehi,Devdaha Municipality,,Total,Total No. of children born alive in last 12 months,19507.0
LUMBINI,Rupandehi,Devdaha Municipality,,Total,15 - 19,149.0
LUMBINI,Rupandehi,Devdaha Municipality,,Total,20 - 24,1385.0
LUMBINI,Rupandehi,Devdaha Municipality,,Total,25 - 29,3198.0
LUMBINI,Rupandehi,Devdaha Municipality,,Total,30 - 34,3954.0
LUMBINI,Rupandehi,Devdaha Municipality,,Total,35 - 39,4112.0
LUMBINI,Rupandehi,Devdaha Municipality,,Total,40 - 44,3639.0
LUMBINI,Rupandehi,Devdaha Municipality,,Total,45 - 49,3070.0
LUMBINI,Rupandehi,Devdaha Municipality,,Student,Total No. of children born alive in last 12 months,111.0
LUMBINI,Rupandehi,Devdaha Municipality,,Student,15 - 19,15.0
LUMBINI,Rupandehi,Devdaha Municipality,,Student,20 - 24,59.0
LUMBINI,Rupandehi,Devdaha Municipality,,Student,25 - 29,27.0
LUMBINI,Rupandehi,Devdaha Municipality,,Student,30 - 34,6.0
LUMBINI,Rupandehi,Devdaha Municipality,,Student,35 - 39,1.0
LUMBINI,Rupandehi,Devdaha Municipality,,Student,40 - 44,3.0
LUMBINI,Rupandehi,Devdaha Municipality,,Student,45 - 49,0.0
LUMBINI,Rupandehi,Devdaha Municipality,,Household chores,Total No. of children born alive in last 12 months,11720.0
LUMBINI,Rupandehi,Devdaha Municipality,,Household chores,15 - 19,69.0
LUMBINI,Rupandehi,Devdaha Municipality,,Household chores,20 - 24,754.0
LUMBINI,Rupandehi,Devdaha Municipality,,Household chores,25 - 29,1851.0
LUMBINI,Rupandehi,Devdaha Municipality,,Household chores,30 - 34,2396.0
LUMBINI,Rupandehi,Devdaha Municipality,,Household chores,35 - 39,2480.0
LUMBINI,Rupandehi,Devdaha Municipality,,Household chores,40 - 44,2249.0
LUMBINI,Rupandehi,Devdaha Municipality,,Household chores,45 - 49,1921.0
LUMBINI,Rupandehi,Devdaha Municipality,,Family care,Total No. of children born alive in last 12 months,2617.0
LUMBINI,Rupandehi,Devdaha Municipality,,Family care,15 - 19,31.0
LUMBINI,Rupandehi,Devdaha Municipality,,Family care,20 - 24,211.0
LUMBINI,Rupandehi,Devdaha Municipality,,Family care,25 - 29,514.0
LUMBINI,Rupandehi,Devdaha Municipality,,Family care,30 - 34,568.0
LUMBINI,Rupandehi,Devdaha Municipality,,Family care,35 - 39,574.0
LUMBINI,Rupandehi,Devdaha Municipality,,Family care,40 - 44,426.0
LUMBINI,Rupandehi,Devdaha Municipality,,Family care,45 - 49,293.0
LUMBINI,Rupandehi,Devdaha Municipality,,Disable/sickness,Total No. of children born alive in last 12 months,195.0
LUMBINI,Rupandehi,Devdaha Municipality,,Disable/sickness,15 - 19,0.0
LUMBINI,Rupandehi,Devdaha Municipality,,Disable/sickness,20 - 24,2.0
LUMBINI,Rupandehi,Devdaha Municipality,,Disable/sickness,25 - 29,7.0
LUMBINI,Rupandehi,Devdaha Municipality,,Disable/sickness,30 - 34,7.0
LUMBINI,Rupandehi,Devdaha Municipality,,Disable/sickness,35 - 39,38.0
LUMBINI,Rupandehi,Devdaha Municipality,,Disable/sickness,40 - 44,41.0
LUMBINI,Rupandehi,Devdaha Municipality,,Disable/sickness,45 - 49,100.0
LUMBINI,Rupandehi,Devdaha Municipality,,Penson / income,Total No. of children born alive in last 12 months,77.0
LUMBINI,Rupandehi,Devdaha Municipality,,Penson / income,15 - 19,1.0
LUMBINI,Rupandehi,Devdaha Municipality,,Penson / income,20 - 24,0.0
LUMBINI,Rupandehi,Devdaha Municipality,,Penson / income,25 - 29,3.0
LUMBINI,Rupandehi,Devdaha Municipality,,Penson / income,30 - 34,5.0
LUMBINI,Rupandehi,Devdaha Municipality,,Penson / income,35 - 39,18.0
LUMBINI,Rupandehi,Devdaha Municipality,,Penson / income,40 - 44,25.0
LUMBINI,Rupandehi,Devdaha Municipality,,Penson / income,45 - 49,25.0
LUMBINI,Rupandehi,Devdaha Municipality,,Social work/volunteer,Total No. of children born alive in last 12 months,51.0
LUMBINI,Rupandehi,Devdaha Municipality,,Social work/volunteer,15 - 19,0.0
LUMBINI,Rupandehi,Devdaha Municipality,,Social work/volunteer,20 - 24,0.0
LUMBINI,Rupandehi,Devdaha Municipality,,Social work/volunteer,25 - 29,7.0
LUMBINI,Rupandehi,Devdaha Municipality,,Social work/volunteer,30 - 34,7.0
LUMBINI,Rupandehi,Devdaha Municipality,,Social work/volunteer,35 - 39,11.0
LUMBINI,Rupandehi,Devdaha Municipality,,Social work/volunteer,40 - 44,11.0
LUMBINI,Rupandehi,Devdaha Municipality,,Social work/volunteer,45 - 49,15.0
LUMBINI,Rupandehi,Devdaha Municipality,,Other,Total No. of children born alive in last 12 months,4677.0
LUMBINI,Rupandehi,Devdaha Municipality,,Other,15 - 19,33.0
LUMBINI,Rupandehi,Devdaha Municipality,,Other,20 - 24,356.0
LUMBINI,Rupandehi,Devdaha Municipality,,Other,25 - 29,781.0
LUMBINI,Rupandehi,Devdaha Municipality,,Other,30 - 34,958.0
LUMBINI,Rupandehi,Devdaha Municipality,,Other,35 - 39,974.0
LUMBINI,Rupandehi,Devdaha Municipality,,Other,40 - 44,870.0
LUMBINI,Rupandehi,Devdaha Municipality,,Other,45 - 49,705.0
LUMBINI,Rupandehi,Devdaha Municipality,,Not Stated,Total No. of children born alive in last 12 months,59.0
LUMBINI,Rupandehi,Devdaha Municipality,,Not Stated,15 - 19,0.0
LUMBINI,Rupandehi,Devdaha Municipality,,Not Stated,20 - 24,3.0
LUMBINI,Rupandehi,Devdaha Municipality,,Not Stated,25 - 29,8.0
LUMBINI,Rupandehi,Devdaha Municipality,,Not Stated,30 - 34,7.0
LUMBINI,Rupandehi,Devdaha Municipality,,Not Stated,35 - 39,16.0
LUMBINI,Rupandehi,Devdaha Municipality,,Not Stated,40 - 44,14.0
LUMBINI,Rupandehi,Devdaha Municipality,,Not Stated,45 - 49,11.0
LUMBINI,Rupandehi,Butwal Sub-Metropolitian City,,Total,Total No. of children born alive in last 12 months,51537.0
LUMBINI,Rupandehi,Butwal Sub-Metropolitian City,,Total,15 - 19,275.0
LUMBINI,Rupandehi,Butwal Sub-Metropolitian City,,Total,20 - 24,2647.0
LUMBINI,Rupandehi,Butwal Sub-Metropolitian City,,Total,25 - 29,7985.0
LUMBINI,Rupandehi,Butwal Sub-Metropolitian City,,Total,30 - 34,10589.0
LUMBINI,Rupandehi,Butwal Sub-Metropolitian City,,Total,35 - 39,11188.0
LUMBINI,Rupandehi,Butwal Sub-Metropolitian City,,Total,40 - 44,10099.0
LUMBINI,Rupandehi,Butwal Sub-Metropolitian City,,Total,45 - 49,8754.0
LUMBINI,Rupandehi,Butwal Sub-Metropolitian City,,Student,Total No. of children born alive in last 12 months,284.0
LUMBINI,Rupandehi,Butwal Sub-Metropolitian City,,Student,15 - 19,17.0
LUMBINI,Rupandehi,Butwal Sub-Metropolitian City,,Student,20 - 24,132.0
LUMBINI,Rupandehi,Butwal Sub-Metropolitian City,,Student,25 - 29,97.0
LUMBINI,Rupandehi,Butwal Sub-Metropolitian City,,Student,30 - 34,21.0
LUMBINI,Rupandehi,Butwal Sub-Metropolitian City,,Student,35 - 39,14.0
LUMBINI,Rupandehi,Butwal Sub-Metropolitian City,,Student,40 - 44,3.0
LUMBINI,Rupandehi,Butwal Sub-Metropolitian City,,Student,45 - 49,0.0
LUMBINI,Rupandehi,Butwal Sub-Metropolitian City,,Household chores,Total No. of children born alive in last 12 months,26725.0
LUMBINI,Rupandehi,Butwal Sub-Metropolitian City,,Household chores,15 - 19,113.0
LUMBINI,Rupandehi,Butwal Sub-Metropolitian City,,Household chores,20 - 24,1214.0
LUMBINI,Rupandehi,Butwal Sub-Metropolitian City,,Household chores,25 - 29,3959.0
LUMBINI,Rupandehi,Butwal Sub-Metropolitian City,,Household chores,30 - 34,5350.0
LUMBINI,Rupandehi,Butwal Sub-Metropolitian City,,Household chores,35 - 39,5874.0
LUMBINI,Rupandehi,Butwal Sub-Metropolitian City,,Household chores,40 - 44,5476.0
LUMBINI,Rupandehi,Butwal Sub-Metropolitian City,,Household chores,45 - 49,4739.0
LUMBINI,Rupandehi,Butwal Sub-Metropolitian City,,Family care,Total No. of children born alive in last 12 months,9560.0
LUMBINI,Rupandehi,Butwal Sub-Metropolitian City,,Family care,15 - 19,59.0
LUMBINI,Rupandehi,Butwal Sub-Metropolitian City,,Family care,20 - 24,568.0
LUMBINI,Rupandehi,Butwal Sub-Metropolitian City,,Family care,25 - 29,1707.0
LUMBINI,Rupandehi,Butwal Sub-Metropolitian City,,Family care,30 - 34,2179.0
LUMBINI,Rupandehi,Butwal Sub-Metropolitian City,,Family care,35 - 39,2023.0
LUMBINI,Rupandehi,Butwal Sub-Metropolitian City,,Family care,40 - 44,1655.0
LUMBINI,Rupandehi,Butwal Sub-Metropolitian City,,Family care,45 - 49,1369.0
LUMBINI,Rupandehi,Butwal Sub-Metropolitian City,,Disable/sickness,Total No. of children born alive in last 12 months,480.0
LUMBINI,Rupandehi,Butwal Sub-Metropolitian City,,Disable/sickness,15 - 19,1.0
LUMBINI,Rupandehi,Butwal Sub-Metropolitian City,,Disable/sickness,20 - 24,7.0
LUMBINI,Rupandehi,Butwal Sub-Metropolitian City,,Disable/sickness,25 - 29,23.0
LUMBINI,Rupandehi,Butwal Sub-Metropolitian City,,Disable/sickness,30 - 34,45.0
LUMBINI,Rupandehi,Butwal Sub-Metropolitian City,,Disable/sickness,35 - 39,87.0
LUMBINI,Rupandehi,Butwal Sub-Metropolitian City,,Disable/sickness,40 - 44,159.0
LUMBINI,Rupandehi,Butwal Sub-Metropolitian City,,Disable/sickness,45 - 49,158.0
LUMBINI,Rupandehi,Butwal Sub-Metropolitian City,,Penson / income,Total No. of children born alive in last 12 months,147.0
LUMBINI,Rupandehi,Butwal Sub-Metropolitian City,,Penson / income,15 - 19,0.0
LUMBINI,Rupandehi,Butwal Sub-Metropolitian City,,Penson / income,20 - 24,1.0
LUMBINI,Rupandehi,Butwal Sub-Metropolitian City,,Penson / income,25 - 29,11.0
LUMBINI,Rupandehi,Butwal Sub-Metropolitian City,,Penson / income,30 - 34,10.0
