code,country,feature,indicator,timecode,timevalue,value,meta
0,NP,PCL,nso-census/indv46-lumbini/disable-sickness/15-19,y,2021-01-01T00:00:00,57,"[{""label"": ""Disable/sickness"", ""slug"": ""disable-sickness"", ""category"": ""Breakdown""}, {""label"": ""15 - 19"", ""slug"": ""15-19"", ""category"": ""Sector""}]"
0,NP,PCL,nso-census/indv46-lumbini/disable-sickness/20-24,y,2021-01-01T00:00:00,445,"[{""label"": ""Disable/sickness"", ""slug"": ""disable-sickness"", ""category"": ""Breakdown""}, {""label"": ""20 - 24"", ""slug"": ""20-24"", ""category"": ""Sector""}]"
0,NP,PCL,nso-census/indv46-lumbini/disable-sickness/25-29,y,2021-01-01T00:00:00,853,"[{""label"": ""Disable/sickness"", ""slug"": ""disable-sickness"", ""category"": ""Breakdown""}, {""label"": ""25 - 29"", ""slug"": ""25-29"", ""category"": ""Sector""}]"
0,NP,PCL,nso-census/indv46-lumbini/disable-sickness/30-34,y,2021-01-01T00:00:00,1333,"[{""label"": ""Disable/sickness"", ""slug"": ""disable-sickness"", ""category"": ""Breakdown""}, {""label"": ""30 - 34"", ""slug"": ""30-34"", ""category"": ""Sector""}]"
0,NP,PCL,nso-census/indv46-lumbini/disable-sickness/35-39,y,2021-01-01T00:00:00,2029,"[{""label"": ""Disable/sickness"", ""slug"": ""disable-sickness"", ""category"": ""Breakdown""}, {""label"": ""35 - 39"", ""slug"": ""35-39"", ""category"": ""Sector""}]"
0,NP,PCL,nso-census/indv46-lumbini/disable-sickness/40-44,y,2021-01-01T00:00:00,3017,"[{""label"": ""Disable/sickness"", ""slug"": ""disable-sickness"", ""category"": ""Breakdown""}, {""label"": ""40 - 44"", ""slug"": ""40-44"", ""category"": ""Sector""}]"
0,NP,PCL,nso-census/indv46-lumbini/disable-sickness/45-49,y,2021-01-01T00:00:00,4058,"[{""label"": ""Disable/sickness"", ""slug"": ""disable-sickness"", ""category"": ""Breakdown""}, {""label"": ""45 - 49"", ""slug"": ""45-49"", ""category"": ""Sector""}]"
0,NP,PCL,nso-census/indv46-lumbini/disable-sickness/total-no-of-children-born-alive-in-last-12-months,y,2021-01-01T00:00:00,11792,"[{""label"": ""Disable/sickness"", ""slug"": ""disable-sickness"", ""category"": ""Breakdown""}, {""label"": ""Total No. of children born alive in last 12 months"", ""slug"": ""total-no-of-children-born-alive-in-last-12-months"", ""category"": ""Sector""}]"
0,NP,PCL,nso-census/indv46-lumbini/family-care/15-19,y,2021-01-01T00:00:00,2193,"[{""label"": ""Family care"", ""slug"": ""family-care"", ""category"": ""Breakdown""}, {""label"": ""15 - 19"", ""slug"": ""15-19"", ""category"": ""Sector""}]"
0,NP,PCL,nso-census/indv46-lumbini/family-care/20-24,y,2021-01-01T00:00:00,21243,"[{""label"": ""Family care"", ""slug"": ""family-care"", ""category"": ""Breakdown""}, {""label"": ""20 - 24"", ""slug"": ""20-24"", ""category"": ""Sector""}]"
0,NP,PCL,nso-census/indv46-lumbini/family-care/25-29,y,2021-01-01T00:00:00,42164,"[{""label"": ""Family care"", ""slug"": ""family-care"", ""category"": ""Breakdown""}, {""label"": ""25 - 29"", ""slug"": ""25-29"", ""category"": ""Sector""}]"
0,NP,PCL,nso-census/indv46-lumbini/family-care/30-34,y,2021-01-01T00:00:00,45242,"[{""label"": ""Family care"", ""slug"": ""family-care"", ""category"": ""Breakdown""}, {""label"": ""30 - 34"", ""slug"": ""30-34"", ""category"": ""Sector""}]"
0,NP,PCL,nso-census/indv46-lumbini/family-care/35-39,y,2021-01-01T00:00:00,46075,"[{""label"": ""Family care"", ""slug"": ""family-care"", ""category"": ""Breakdown""}, {""label"": ""35 - 39"", ""slug"": ""35-39"", ""category"": ""Sector""}]"
0,NP,PCL,nso-census/indv46-lumbini/family-care/40-44,y,2021-01-01T00:00:00,38914,"[{""label"": ""Family care"", ""slug"": ""family-care"", ""category"": ""Breakdown""}, {""label"": ""40 - 44"", ""slug"": ""40-44"", ""category"": ""Sector""}]"
0,NP,PCL,nso-census/indv46-lumbini/family-care/45-49,y,2021-01-01T00:00:00,32126,"[{""label"": ""Family care"", ""slug"": ""family-care"", ""category"": ""Breakdown""}, {""label"": ""45 - 49"", ""slug"": ""45-49"", ""category"": ""Sector""}]"
0,NP,PCL,nso-census/indv46-lumbini/family-care/total-no-of-children-born-alive-in-last-12-months,y,2021-01-01T00:00:00,227957,"[{""label"": ""Family care"", ""slug"": ""family-care"", ""category"": ""Breakdown""}, {""label"": ""Total No. of children born alive in last 12 months"", ""slug"": ""total-no-of-children-born-alive-in-last-12-months"", ""category"": ""Sector""}]"
0,NP,PCL,nso-census/indv46-lumbini/household-chores/15-19,y,2021-01-01T00:00:00,6112,"[{""label"": ""Household chores"", ""slug"": ""household-chores"", ""category"": ""Breakdown""}, {""label"": ""15 - 19"", ""slug"": ""15-19"", ""category"": ""Sector""}]"
0,NP,PCL,nso-census/indv46-lumbini/household-chores/20-24,y,2021-01-01T00:00:00,60582,"[{""label"": ""Household chores"", ""slug"": ""household-chores"", ""category"": ""Breakdown""}, {""label"": ""20 - 24"", ""slug"": ""20-24"", ""category"": ""Sector""}]"
0,NP,PCL,nso-census/indv46-lumbini/household-chores/25-29,y,2021-01-01T00:00:00,125676,"[{""label"": ""Household chores"", ""slug"": ""household-chores"", ""category"": ""Breakdown""}, {""label"": ""25 - 29"", ""slug"": ""25-29"", ""category"": ""Sector""}]"
0,NP,PCL,nso-census/indv46-lumbini/household-chores/30-34,y,2021-01-01T00:00:00,150156,"[{""label"": ""Household chores"", ""slug"": ""household-chores"", ""category"": ""Breakdown""}, {""label"": ""30 - 34"", ""slug"": ""30-34"", ""category"": ""Sector""}]"
0,NP,PCL,nso-census/indv46-lumbini/household-chores/35-39,y,2021-01-01T00:00:00,162010,"[{""label"": ""Household chores"", ""slug"": ""household-chores"", ""category"": ""Breakdown""}, {""label"": ""35 - 39"", ""slug"": ""35-39"", ""category"": ""Sector""}]"
0,NP,PCL,nso-census/indv46-lumbini/household-chores/40-44,y,2021-01-01T00:00:00,143953,"[{""label"": ""Household chores"", ""slug"": ""household-chores"", ""category"": ""Breakdown""}, {""label"": ""40 - 44"", ""slug"": ""40-44"", ""category"": ""Sector""}]"
0,NP,PCL,nso-census/indv46-lumbini/household-chores/45-49,y,2021-01-01T00:00:00,122822,"[{""label"": ""Household chores"", ""slug"": ""household-chores"", ""category"": ""Breakdown""}, {""label"": ""45 - 49"", ""slug"": ""45-49"", ""category"": ""Sector""}]"
0,NP,PCL,nso-census/indv46-lumbini/household-chores/total-no-of-children-born-alive-in-last-12-months,y,2021-01-01T00:00:00,771311,"[{""label"": ""Household chores"", ""slug"": ""household-chores"", ""category"": ""Breakdown""}, {""label"": ""Total No. of children born alive in last 12 months"", ""slug"": ""total-no-of-children-born-alive-in-last-12-months"", ""category"": ""Sector""}]"
0,NP,PCL,nso-census/indv46-lumbini/not-stated/15-19,y,2021-01-01T00:00:00,82,"[{""label"": ""Not Stated"", ""slug"": ""not-stated"", ""category"": ""Breakdown""}, {""label"": ""15 - 19"", ""slug"": ""15-19"", ""category"": ""Sector""}]"
0,NP,PCL,nso-census/indv46-lumbini/not-stated/20-24,y,2021-01-01T00:00:00,664,"[{""label"": ""Not Stated"", ""slug"": ""not-stated"", ""category"": ""Breakdown""}, {""label"": ""20 - 24"", ""slug"": ""20-24"", ""category"": ""Sector""}]"
0,NP,PCL,nso-census/indv46-lumbini/not-stated/25-29,y,2021-01-01T00:00:00,1363,"[{""label"": ""Not Stated"", ""slug"": ""not-stated"", ""category"": ""Breakdown""}, {""label"": ""25 - 29"", ""slug"": ""25-29"", ""category"": ""Sector""}]"
0,NP,PCL,nso-census/indv46-lumbini/not-stated/30-34,y,2021-01-01T00:00:00,1643,"[{""label"": ""Not Stated"", ""slug"": ""not-stated"", ""category"": ""Breakdown""}, {""label"": ""30 - 34"", ""slug"": ""30-34"", ""category"": ""Sector""}]"
0,NP,PCL,nso-census/indv46-lumbini/not-stated/35-39,y,2021-01-01T00:00:00,2105,"[{""label"": ""Not Stated"", ""slug"": ""not-stated"", ""category"": ""Breakdown""}, {""label"": ""35 - 39"", ""slug"": ""35-39"", ""category"": ""Sector""}]"
0,NP,PCL,nso-census/indv46-lumbini/not-stated/40-44,y,2021-01-01T00:00:00,1780,"[{""label"": ""Not Stated"", ""slug"": ""not-stated"", ""category"": ""Breakdown""}, {""label"": ""40 - 44"", ""slug"": ""40-44"", ""category"": ""Sector""}]"
0,NP,PCL,nso-census/indv46-lumbini/not-stated/45-49,y,2021-01-01T00:00:00,1712,"[{""label"": ""Not Stated"", ""slug"": ""not-stated"", ""category"": ""Breakdown""}, {""label"": ""45 - 49"", ""slug"": ""45-49"", ""category"": ""Sector""}]"
0,NP,PCL,nso-census/indv46-lumbini/not-stated/total-no-of-children-born-alive-in-last-12-months,y,2021-01-01T00:00:00,9349,"[{""label"": ""Not Stated"", ""slug"": ""not-stated"", ""category"": ""Breakdown""}, {""label"": ""Total No. of children born alive in last 12 months"", ""slug"": ""total-no-of-children-born-alive-in-last-12-months"", ""category"": ""Sector""}]"
0,NP,PCL,nso-census/indv46-lumbini/other/15-19,y,2021-01-01T00:00:00,2596,"[{""label"": ""Other"", ""slug"": ""other"", ""category"": ""Breakdown""}, {""label"": ""15 - 19"", ""slug"": ""15-19"", ""category"": ""Sector""}]"
0,NP,PCL,nso-census/indv46-lumbini/other/20-24,y,2021-01-01T00:00:00,23909,"[{""label"": ""Other"", ""slug"": ""other"", ""category"": ""Breakdown""}, {""label"": ""20 - 24"", ""slug"": ""20-24"", ""category"": ""Sector""}]"
0,NP,PCL,nso-census/indv46-lumbini/other/25-29,y,2021-01-01T00:00:00,45294,"[{""label"": ""Other"", ""slug"": ""other"", ""category"": ""Breakdown""}, {""label"": ""25 - 29"", ""slug"": ""25-29"", ""category"": ""Sector""}]"
0,NP,PCL,nso-census/indv46-lumbini/other/30-34,y,2021-01-01T00:00:00,50447,"[{""label"": ""Other"", ""slug"": ""other"", ""category"": ""Breakdown""}, {""label"": ""30 - 34"", ""slug"": ""30-34"", ""category"": ""Sector""}]"
0,NP,PCL,nso-census/indv46-lumbini/other/35-39,y,2021-01-01T00:00:00,51195,"[{""label"": ""Other"", ""slug"": ""other"", ""category"": ""Breakdown""}, {""label"": ""35 - 39"", ""slug"": ""35-39"", ""category"": ""Sector""}]"
0,NP,PCL,nso-census/indv46-lumbini/other/40-44,y,2021-01-01T00:00:00,45061,"[{""label"": ""Other"", ""slug"": ""other"", ""category"": ""Breakdown""}, {""label"": ""40 - 44"", ""slug"": ""40-44"", ""category"": ""Sector""}]"
0,NP,PCL,nso-census/indv46-lumbini/other/45-49,y,2021-01-01T00:00:00,38764,"[{""label"": ""Other"", ""slug"": ""other"", ""category"": ""Breakdown""}, {""label"": ""45 - 49"", ""slug"": ""45-49"", ""category"": ""Sector""}]"
0,NP,PCL,nso-census/indv46-lumbini/other/total-no-of-children-born-alive-in-last-12-months,y,2021-01-01T00:00:00,257266,"[{""label"": ""Other"", ""slug"": ""other"", ""category"": ""Breakdown""}, {""label"": ""Total No. of children born alive in last 12 months"", ""slug"": ""total-no-of-children-born-alive-in-last-12-months"", ""category"": ""Sector""}]"
0,NP,PCL,nso-census/indv46-lumbini/penson-income/15-19,y,2021-01-01T00:00:00,26,"[{""label"": ""Penson / income"", ""slug"": ""penson-income"", ""category"": ""Breakdown""}, {""label"": ""15 - 19"", ""slug"": ""15-19"", ""category"": ""Sector""}]"
0,NP,PCL,nso-census/indv46-lumbini/penson-income/20-24,y,2021-01-01T00:00:00,169,"[{""label"": ""Penson / income"", ""slug"": ""penson-income"", ""category"": ""Breakdown""}, {""label"": ""20 - 24"", ""slug"": ""20-24"", ""category"": ""Sector""}]"
0,NP,PCL,nso-census/indv46-lumbini/penson-income/25-29,y,2021-01-01T00:00:00,357,"[{""label"": ""Penson / income"", ""slug"": ""penson-income"", ""category"": ""Breakdown""}, {""label"": ""25 - 29"", ""slug"": ""25-29"", ""category"": ""Sector""}]"
0,NP,PCL,nso-census/indv46-lumbini/penson-income/30-34,y,2021-01-01T00:00:00,560,"[{""label"": ""Penson / income"", ""slug"": ""penson-income"", ""category"": ""Breakdown""}, {""label"": ""30 - 34"", ""slug"": ""30-34"", ""category"": ""Sector""}]"
0,NP,PCL,nso-census/indv46-lumbini/penson-income/35-39,y,2021-01-01T00:00:00,605,"[{""label"": ""Penson / income"", ""slug"": ""penson-income"", ""category"": ""Breakdown""}, {""label"": ""35 - 39"", ""slug"": ""35-39"", ""category"": ""Sector""}]"
0,NP,PCL,nso-census/indv46-lumbini/penson-income/40-44,y,2021-01-01T00:00:00,778,"[{""label"": ""Penson / income"", ""slug"": ""penson-income"", ""category"": ""Breakdown""}, {""label"": ""40 - 44"", ""slug"": ""40-44"", ""category"": ""Sector""}]"
0,NP,PCL,nso-census/indv46-lumbini/penson-income/45-49,y,2021-01-01T00:00:00,872,"[{""label"": ""Penson / income"", ""slug"": ""penson-income"", ""category"": ""Breakdown""}, {""label"": ""45 - 49"", ""slug"": ""45-49"", ""category"": ""Sector""}]"
0,NP,PCL,nso-census/indv46-lumbini/penson-income/total-no-of-children-born-alive-in-last-12-months,y,2021-01-01T00:00:00,3367,"[{""label"": ""Penson / income"", ""slug"": ""penson-income"", ""category"": ""Breakdown""}, {""label"": ""Total No. of children born alive in last 12 months"", ""slug"": ""total-no-of-children-born-alive-in-last-12-months"", ""category"": ""Sector""}]"
0,NP,PCL,nso-census/indv46-lumbini/social-work-volunteer/15-19,y,2021-01-01T00:00:00,6,"[{""label"": ""Social work/volunteer"", ""slug"": ""social-work-volunteer"", ""category"": ""Breakdown""}, {""label"": ""15 - 19"", ""slug"": ""15-19"", ""category"": ""Sector""}]"
0,NP,PCL,nso-census/indv46-lumbini/social-work-volunteer/20-24,y,2021-01-01T00:00:00,81,"[{""label"": ""Social work/volunteer"", ""slug"": ""social-work-volunteer"", ""category"": ""Breakdown""}, {""label"": ""20 - 24"", ""slug"": ""20-24"", ""category"": ""Sector""}]"
0,NP,PCL,nso-census/indv46-lumbini/social-work-volunteer/25-29,y,2021-01-01T00:00:00,251,"[{""label"": ""Social work/volunteer"", ""slug"": ""social-work-volunteer"", ""category"": ""Breakdown""}, {""label"": ""25 - 29"", ""slug"": ""25-29"", ""category"": ""Sector""}]"
0,NP,PCL,nso-census/indv46-lumbini/social-work-volunteer/30-34,y,2021-01-01T00:00:00,343,"[{""label"": ""Social work/volunteer"", ""slug"": ""social-work-volunteer"", ""category"": ""Breakdown""}, {""label"": ""30 - 34"", ""slug"": ""30-34"", ""category"": ""Sector""}]"
0,NP,PCL,nso-census/indv46-lumbini/social-work-volunteer/35-39,y,2021-01-01T00:00:00,406,"[{""label"": ""Social work/volunteer"", ""slug"": ""social-work-volunteer"", ""category"": ""Breakdown""}, {""label"": ""35 - 39"", ""slug"": ""35-39"", ""category"": ""Sector""}]"
0,NP,PCL,nso-census/indv46-lumbini/social-work-volunteer/40-44,y,2021-01-01T00:00:00,489,"[{""label"": ""Social work/volunteer"", ""slug"": ""social-work-volunteer"", ""category"": ""Breakdown""}, {""label"": ""40 - 44"", ""slug"": ""40-44"", ""category"": ""Sector""}]"
0,NP,PCL,nso-census/indv46-lumbini/social-work-volunteer/45-49,y,2021-01-01T00:00:00,469,"[{""label"": ""Social work/volunteer"", ""slug"": ""social-work-volunteer"", ""category"": ""Breakdown""}, {""label"": ""45 - 49"", ""slug"": ""45-49"", ""category"": ""Sector""}]"
0,NP,PCL,nso-census/indv46-lumbini/social-work-volunteer/total-no-of-children-born-alive-in-last-12-months,y,2021-01-01T00:00:00,2045,"[{""label"": ""Social work/volunteer"", ""slug"": ""social-work-volunteer"", ""category"": ""Breakdown""}, {""label"": ""Total No. of children born alive in last 12 months"", ""slug"": ""total-no-of-children-born-alive-in-last-12-months"", ""category"": ""Sector""}]"
0,NP,PCL,nso-census/indv46-lumbini/student/15-19,y,2021-01-01T00:00:00,1044,"[{""label"": ""Student"", ""slug"": ""student"", ""category"": ""Breakdown""}, {""label"": ""15 - 19"", ""slug"": ""15-19"", ""category"": ""Sector""}]"
0,NP,PCL,nso-census/indv46-lumbini/student/20-24,y,2021-01-01T00:00:00,4215,"[{""label"": ""Student"", ""slug"": ""student"", ""category"": ""Breakdown""}, {""label"": ""20 - 24"", ""slug"": ""20-24"", ""category"": ""Sector""}]"
0,NP,PCL,nso-census/indv46-lumbini/student/25-29,y,2021-01-01T00:00:00,2022,"[{""label"": ""Student"", ""slug"": ""student"", ""category"": ""Breakdown""}, {""label"": ""25 - 29"", ""slug"": ""25-29"", ""category"": ""Sector""}]"
0,NP,PCL,nso-census/indv46-lumbini/student/30-34,y,2021-01-01T00:00:00,515,"[{""label"": ""Student"", ""slug"": ""student"", ""category"": ""Breakdown""}, {""label"": ""30 - 34"", ""slug"": ""30-34"", ""category"": ""Sector""}]"
0,NP,PCL,nso-census/indv46-lumbini/student/35-39,y,2021-01-01T00:00:00,339,"[{""label"": ""Student"", ""slug"": ""student"", ""category"": ""Breakdown""}, {""label"": ""35 - 39"", ""slug"": ""35-39"", ""category"": ""Sector""}]"
0,NP,PCL,nso-census/indv46-lumbini/student/40-44,y,2021-01-01T00:00:00,193,"[{""label"": ""Student"", ""slug"": ""student"", ""category"": ""Breakdown""}, {""label"": ""40 - 44"", ""slug"": ""40-44"", ""category"": ""Sector""}]"
0,NP,PCL,nso-census/indv46-lumbini/student/45-49,y,2021-01-01T00:00:00,106,"[{""label"": ""Student"", ""slug"": ""student"", ""category"": ""Breakdown""}, {""label"": ""45 - 49"", ""slug"": ""45-49"", ""category"": ""Sector""}]"
0,NP,PCL,nso-census/indv46-lumbini/student/total-no-of-children-born-alive-in-last-12-months,y,2021-01-01T00:00:00,8434,"[{""label"": ""Student"", ""slug"": ""student"", ""category"": ""Breakdown""}, {""label"": ""Total No. of children born alive in last 12 months"", ""slug"": ""total-no-of-children-born-alive-in-last-12-months"", ""category"": ""Sector""}]"
0,NP,PCL,nso-census/indv46-lumbini/total/15-19,y,2021-01-01T00:00:00,12116,"[{""label"": ""Total"", ""slug"": ""total"", ""category"": ""Breakdown""}, {""label"": ""15 - 19"", ""slug"": ""15-19"", ""category"": ""Sector""}]"
0,NP,PCL,nso-census/indv46-lumbini/total/20-24,y,2021-01-01T00:00:00,111308,"[{""label"": ""Total"", ""slug"": ""total"", ""category"": ""Breakdown""}, {""label"": ""20 - 24"", ""slug"": ""20-24"", ""category"": ""Sector""}]"
0,NP,PCL,nso-census/indv46-lumbini/total/25-29,y,2021-01-01T00:00:00,217980,"[{""label"": ""Total"", ""slug"": ""total"", ""category"": ""Breakdown""}, {""label"": ""25 - 29"", ""slug"": ""25-29"", ""category"": ""Sector""}]"
0,NP,PCL,nso-census/indv46-lumbini/total/30-34,y,2021-01-01T00:00:00,250239,"[{""label"": ""Total"", ""slug"": ""total"", ""category"": ""Breakdown""}, {""label"": ""30 - 34"", ""slug"": ""30-34"", ""category"": ""Sector""}]"
0,NP,PCL,nso-census/indv46-lumbini/total/35-39,y,2021-01-01T00:00:00,264764,"[{""label"": ""Total"", ""slug"": ""total"", ""category"": ""Breakdown""}, {""label"": ""35 - 39"", ""slug"": ""35-39"", ""category"": ""Sector""}]"
0,NP,PCL,nso-census/indv46-lumbini/total/40-44,y,2021-01-01T00:00:00,234185,"[{""label"": ""Total"", ""slug"": ""total"", ""category"": ""Breakdown""}, {""label"": ""40 - 44"", ""slug"": ""40-44"", ""category"": ""Sector""}]"
0,NP,PCL,nso-census/indv46-lumbini/total/45-49,y,2021-01-01T00:00:00,200929,"[{""label"": ""Total"", ""slug"": ""total"", ""category"": ""Breakdown""}, {""label"": ""45 - 49"", ""slug"": ""45-49"", ""category"": ""Sector""}]"
0,NP,PCL,nso-census/indv46-lumbini/total/total-no-of-children-born-alive-in-last-12-months,y,2021-01-01T00:00:00,1291521,"[{""label"": ""Total"", ""slug"": ""total"", ""category"": ""Breakdown""}, {""label"": ""Total No. of children born alive in last 12 months"", ""slug"": ""total-no-of-children-born-alive-in-last-12-months"", ""category"": ""Sector""}]"
5,NP,ADM1,nso-census/indv46-lumbini/disable-sickness/15-19,y,2021-01-01T00:00:00,57,"[{""label"": ""Disable/sickness"", ""slug"": ""disable-sickness"", ""category"": ""Breakdown""}, {""label"": ""15 - 19"", ""slug"": ""15-19"", ""category"": ""Sector""}]"
5,NP,ADM1,nso-census/indv46-lumbini/disable-sickness/20-24,y,2021-01-01T00:00:00,445,"[{""label"": ""Disable/sickness"", ""slug"": ""disable-sickness"", ""category"": ""Breakdown""}, {""label"": ""20 - 24"", ""slug"": ""20-24"", ""category"": ""Sector""}]"
5,NP,ADM1,nso-census/indv46-lumbini/disable-sickness/25-29,y,2021-01-01T00:00:00,853,"[{""label"": ""Disable/sickness"", ""slug"": ""disable-sickness"", ""category"": ""Breakdown""}, {""label"": ""25 - 29"", ""slug"": ""25-29"", ""category"": ""Sector""}]"
5,NP,ADM1,nso-census/indv46-lumbini/disable-sickness/30-34,y,2021-01-01T00:00:00,1333,"[{""label"": ""Disable/sickness"", ""slug"": ""disable-sickness"", ""category"": ""Breakdown""}, {""label"": ""30 - 34"", ""slug"": ""30-34"", ""category"": ""Sector""}]"
5,NP,ADM1,nso-census/indv46-lumbini/disable-sickness/35-39,y,2021-01-01T00:00:00,2029,"[{""label"": ""Disable/sickness"", ""slug"": ""disable-sickness"", ""category"": ""Breakdown""}, {""label"": ""35 - 39"", ""slug"": ""35-39"", ""category"": ""Sector""}]"
5,NP,ADM1,nso-census/indv46-lumbini/disable-sickness/40-44,y,2021-01-01T00:00:00,3017,"[{""label"": ""Disable/sickness"", ""slug"": ""disable-sickness"", ""category"": ""Breakdown""}, {""label"": ""40 - 44"", ""slug"": ""40-44"", ""category"": ""Sector""}]"
5,NP,ADM1,nso-census/indv46-lumbini/disable-sickness/45-49,y,2021-01-01T00:00:00,4058,"[{""label"": ""Disable/sickness"", ""slug"": ""disable-sickness"", ""category"": ""Breakdown""}, {""label"": ""45 - 49"", ""slug"": ""45-49"", ""category"": ""Sector""}]"
5,NP,ADM1,nso-census/indv46-lumbini/disable-sickness/total-no-of-children-born-alive-in-last-12-months,y,2021-01-01T00:00:00,11792,"[{""label"": ""Disable/sickness"", ""slug"": ""disable-sickness"", ""category"": ""Breakdown""}, {""label"": ""Total No. of children born alive in last 12 months"", ""slug"": ""total-no-of-children-born-alive-in-last-12-months"", ""category"": ""Sector""}]"
5,NP,ADM1,nso-census/indv46-lumbini/family-care/15-19,y,2021-01-01T00:00:00,2193,"[{""label"": ""Family care"", ""slug"": ""family-care"", ""category"": ""Breakdown""}, {""label"": ""15 - 19"", ""slug"": ""15-19"", ""category"": ""Sector""}]"
5,NP,ADM1,nso-census/indv46-lumbini/family-care/20-24,y,2021-01-01T00:00:00,21243,"[{""label"": ""Family care"", ""slug"": ""family-care"", ""category"": ""Breakdown""}, {""label"": ""20 - 24"", ""slug"": ""20-24"", ""category"": ""Sector""}]"
5,NP,ADM1,nso-census/indv46-lumbini/family-care/25-29,y,2021-01-01T00:00:00,42164,"[{""label"": ""Family care"", ""slug"": ""family-care"", ""category"": ""Breakdown""}, {""label"": ""25 - 29"", ""slug"": ""25-29"", ""category"": ""Sector""}]"
5,NP,ADM1,nso-census/indv46-lumbini/family-care/30-34,y,2021-01-01T00:00:00,45242,"[{""label"": ""Family care"", ""slug"": ""family-care"", ""category"": ""Breakdown""}, {""label"": ""30 - 34"", ""slug"": ""30-34"", ""category"": ""Sector""}]"
5,NP,ADM1,nso-census/indv46-lumbini/family-care/35-39,y,2021-01-01T00:00:00,46075,"[{""label"": ""Family care"", ""slug"": ""family-care"", ""category"": ""Breakdown""}, {""label"": ""35 - 39"", ""slug"": ""35-39"", ""category"": ""Sector""}]"
5,NP,ADM1,nso-census/indv46-lumbini/family-care/40-44,y,2021-01-01T00:00:00,38914,"[{""label"": ""Family care"", ""slug"": ""family-care"", ""category"": ""Breakdown""}, {""label"": ""40 - 44"", ""slug"": ""40-44"", ""category"": ""Sector""}]"
5,NP,ADM1,nso-census/indv46-lumbini/family-care/45-49,y,2021-01-01T00:00:00,32126,"[{""label"": ""Family care"", ""slug"": ""family-care"", ""category"": ""Breakdown""}, {""label"": ""45 - 49"", ""slug"": ""45-49"", ""category"": ""Sector""}]"
5,NP,ADM1,nso-census/indv46-lumbini/family-care/total-no-of-children-born-alive-in-last-12-months,y,2021-01-01T00:00:00,227957,"[{""label"": ""Family care"", ""slug"": ""family-care"", ""category"": ""Breakdown""}, {""label"": ""Total No. of children born alive in last 12 months"", ""slug"": ""total-no-of-children-born-alive-in-last-12-months"", ""category"": ""Sector""}]"
5,NP,ADM1,nso-census/indv46-lumbini/household-chores/15-19,y,2021-01-01T00:00:00,6112,"[{""label"": ""Household chores"", ""slug"": ""household-chores"", ""category"": ""Breakdown""}, {""label"": ""15 - 19"", ""slug"": ""15-19"", ""category"": ""Sector""}]"
5,NP,ADM1,nso-census/indv46-lumbini/household-chores/20-24,y,2021-01-01T00:00:00,60582,"[{""label"": ""Household chores"", ""slug"": ""household-chores"", ""category"": ""Breakdown""}, {""label"": ""20 - 24"", ""slug"": ""20-24"", ""category"": ""Sector""}]"
5,NP,ADM1,nso-census/indv46-lumbini/household-chores/25-29,y,2021-01-01T00:00:00,125676,"[{""label"": ""Household chores"", ""slug"": ""household-chores"", ""category"": ""Breakdown""}, {""label"": ""25 - 29"", ""slug"": ""25-29"", ""category"": ""Sector""}]"
5,NP,ADM1,nso-census/indv46-lumbini/household-chores/30-34,y,2021-01-01T00:00:00,150156,"[{""label"": ""Household chores"", ""slug"": ""household-chores"", ""category"": ""Breakdown""}, {""label"": ""30 - 34"", ""slug"": ""30-34"", ""category"": ""Sector""}]"
5,NP,ADM1,nso-census/indv46-lumbini/household-chores/35-39,y,2021-01-01T00:00:00,162010,"[{""label"": ""Household chores"", ""slug"": ""household-chores"", ""category"": ""Breakdown""}, {""label"": ""35 - 39"", ""slug"": ""35-39"", ""category"": ""Sector""}]"
5,NP,ADM1,nso-census/indv46-lumbini/household-chores/40-44,y,2021-01-01T00:00:00,143953,"[{""label"": ""Household chores"", ""slug"": ""household-chores"", ""category"": ""Breakdown""}, {""label"": ""40 - 44"", ""slug"": ""40-44"", ""category"": ""Sector""}]"
5,NP,ADM1,nso-census/indv46-lumbini/household-chores/45-49,y,2021-01-01T00:00:00,122822,"[{""label"": ""Household chores"", ""slug"": ""household-chores"", ""category"": ""Breakdown""}, {""label"": ""45 - 49"", ""slug"": ""45-49"", ""category"": ""Sector""}]"
5,NP,ADM1,nso-census/indv46-lumbini/household-chores/total-no-of-children-born-alive-in-last-12-months,y,2021-01-01T00:00:00,771311,"[{""label"": ""Household chores"", ""slug"": ""household-chores"", ""category"": ""Breakdown""}, {""label"": ""Total No. of children born alive in last 12 months"", ""slug"": ""total-no-of-children-born-alive-in-last-12-months"", ""category"": ""Sector""}]"
5,NP,ADM1,nso-census/indv46-lumbini/not-stated/15-19,y,2021-01-01T00:00:00,82,"[{""label"": ""Not Stated"", ""slug"": ""not-stated"", ""category"": ""Breakdown""}, {""label"": ""15 - 19"", ""slug"": ""15-19"", ""category"": ""Sector""}]"
5,NP,ADM1,nso-census/indv46-lumbini/not-stated/20-24,y,2021-01-01T00:00:00,664,"[{""label"": ""Not Stated"", ""slug"": ""not-stated"", ""category"": ""Breakdown""}, {""label"": ""20 - 24"", ""slug"": ""20-24"", ""category"": ""Sector""}]"
