province,district,palika,sex,breakdown,sector,value
SUDURPASCHIM,Doti,Aadarsha Gaunpalika,,3 Children,20 - 24,55.0
SUDURPASCHIM,Doti,Aadarsha Gaunpalika,,3 Children,25 - 29,292.0
SUDURPASCHIM,Doti,Aadarsha Gaunpalika,,3 Children,30 - 34,313.0
SUDURPASCHIM,Doti,Aadarsha Gaunpalika,,3 Children,35 - 39,234.0
SUDURPASCHIM,Doti,Aadarsha Gaunpalika,,3 Children,40 - 44,191.0
SUDURPASCHIM,Doti,Aadarsha Gaunpalika,,3 Children,45 - 49,88.0
SUDURPASCHIM,Doti,Aadarsha Gaunpalika,,4 Children,Total ever married female,827.0
SUDURPASCHIM,Doti,Aadarsha Gaunpalika,,4 Children,15 - 19,0.0
SUDURPASCHIM,Doti,Aadarsha Gaunpalika,,4 Children,20 - 24,10.0
SUDURPASCHIM,Doti,Aadarsha Gaunpalika,,4 Children,25 - 29,82.0
SUDURPASCHIM,Doti,Aadarsha Gaunpalika,,4 Children,30 - 34,182.0
SUDURPASCHIM,Doti,Aadarsha Gaunpalika,,4 Children,35 - 39,217.0
SUDURPASCHIM,Doti,Aadarsha Gaunpalika,,4 Children,40 - 44,196.0
SUDURPASCHIM,Doti,Aadarsha Gaunpalika,,4 Children,45 - 49,140.0
SUDURPASCHIM,Doti,Aadarsha Gaunpalika,,5 Children,Total ever married female,404.0
SUDURPASCHIM,Doti,Aadarsha Gaunpalika,,5 Children,15 - 19,0.0
SUDURPASCHIM,Doti,Aadarsha Gaunpalika,,5 Children,20 - 24,0.0
SUDURPASCHIM,Doti,Aadarsha Gaunpalika,,5 Children,25 - 29,16.0
SUDURPASCHIM,Doti,Aadarsha Gaunpalika,,5 Children,30 - 34,83.0
SUDURPASCHIM,Doti,Aadarsha Gaunpalika,,5 Children,35 - 39,93.0
SUDURPASCHIM,Doti,Aadarsha Gaunpalika,,5 Children,40 - 44,108.0
SUDURPASCHIM,Doti,Aadarsha Gaunpalika,,5 Children,45 - 49,104.0
SUDURPASCHIM,Doti,Aadarsha Gaunpalika,,6 Children,Total ever married female,169.0
SUDURPASCHIM,Doti,Aadarsha Gaunpalika,,6 Children,15 - 19,0.0
SUDURPASCHIM,Doti,Aadarsha Gaunpalika,,6 Children,20 - 24,0.0
SUDURPASCHIM,Doti,Aadarsha Gaunpalika,,6 Children,25 - 29,2.0
SUDURPASCHIM,Doti,Aadarsha Gaunpalika,,6 Children,30 - 34,23.0
SUDURPASCHIM,Doti,Aadarsha Gaunpalika,,6 Children,35 - 39,32.0
SUDURPASCHIM,Doti,Aadarsha Gaunpalika,,6 Children,40 - 44,63.0
SUDURPASCHIM,Doti,Aadarsha Gaunpalika,,6 Children,45 - 49,49.0
SUDURPASCHIM,Doti,Aadarsha Gaunpalika,,7 Children,Total ever married female,59.0
SUDURPASCHIM,Doti,Aadarsha Gaunpalika,,7 Children,15 - 19,0.0
SUDURPASCHIM,Doti,Aadarsha Gaunpalika,,7 Children,20 - 24,0.0
SUDURPASCHIM,Doti,Aadarsha Gaunpalika,,7 Children,25 - 29,0.0
SUDURPASCHIM,Doti,Aadarsha Gaunpalika,,7 Children,30 - 34,3.0
SUDURPASCHIM,Doti,Aadarsha Gaunpalika,,7 Children,35 - 39,15.0
SUDURPASCHIM,Doti,Aadarsha Gaunpalika,,7 Children,40 - 44,24.0
SUDURPASCHIM,Doti,Aadarsha Gaunpalika,,7 Children,45 - 49,17.0
SUDURPASCHIM,Doti,Aadarsha Gaunpalika,,8 Children,Total ever married female,17.0
SUDURPASCHIM,Doti,Aadarsha Gaunpalika,,8 Children,15 - 19,0.0
SUDURPASCHIM,Doti,Aadarsha Gaunpalika,,8 Children,20 - 24,0.0
SUDURPASCHIM,Doti,Aadarsha Gaunpalika,,8 Children,25 - 29,0.0
SUDURPASCHIM,Doti,Aadarsha Gaunpalika,,8 Children,30 - 34,1.0
SUDURPASCHIM,Doti,Aadarsha Gaunpalika,,8 Children,35 - 39,2.0
SUDURPASCHIM,Doti,Aadarsha Gaunpalika,,8 Children,40 - 44,5.0
SUDURPASCHIM,Doti,Aadarsha Gaunpalika,,8 Children,45 - 49,9.0
SUDURPASCHIM,Doti,Aadarsha Gaunpalika,,9 & More Children,Total ever married female,7.0
SUDURPASCHIM,Doti,Aadarsha Gaunpalika,,9 & More Children,15 - 19,0.0
SUDURPASCHIM,Doti,Aadarsha Gaunpalika,,9 & More Children,20 - 24,0.0
SUDURPASCHIM,Doti,Aadarsha Gaunpalika,,9 & More Children,25 - 29,0.0
SUDURPASCHIM,Doti,Aadarsha Gaunpalika,,9 & More Children,30 - 34,1.0
SUDURPASCHIM,Doti,Aadarsha Gaunpalika,,9 & More Children,35 - 39,0.0
SUDURPASCHIM,Doti,Aadarsha Gaunpalika,,9 & More Children,40 - 44,2.0
SUDURPASCHIM,Doti,Aadarsha Gaunpalika,,9 & More Children,45 - 49,4.0
SUDURPASCHIM,Doti,Shikhar Municipality,,Total,Total ever married female,6353.0
SUDURPASCHIM,Doti,Shikhar Municipality,,Total,15 - 19,206.0
SUDURPASCHIM,Doti,Shikhar Municipality,,Total,20 - 24,1148.0
SUDURPASCHIM,Doti,Shikhar Municipality,,Total,25 - 29,1182.0
SUDURPASCHIM,Doti,Shikhar Municipality,,Total,30 - 34,1073.0
SUDURPASCHIM,Doti,Shikhar Municipality,,Total,35 - 39,1031.0
SUDURPASCHIM,Doti,Shikhar Municipality,,Total,40 - 44,925.0
SUDURPASCHIM,Doti,Shikhar Municipality,,Total,45 - 49,788.0
SUDURPASCHIM,Doti,Shikhar Municipality,,No Children,Total ever married female,595.0
SUDURPASCHIM,Doti,Shikhar Municipality,,No Children,15 - 19,122.0
SUDURPASCHIM,Doti,Shikhar Municipality,,No Children,20 - 24,266.0
SUDURPASCHIM,Doti,Shikhar Municipality,,No Children,25 - 29,82.0
SUDURPASCHIM,Doti,Shikhar Municipality,,No Children,30 - 34,24.0
SUDURPASCHIM,Doti,Shikhar Municipality,,No Children,35 - 39,22.0
SUDURPASCHIM,Doti,Shikhar Municipality,,No Children,40 - 44,38.0
SUDURPASCHIM,Doti,Shikhar Municipality,,No Children,45 - 49,41.0
SUDURPASCHIM,Doti,Shikhar Municipality,,1 Child,Total ever married female,1066.0
SUDURPASCHIM,Doti,Shikhar Municipality,,1 Child,15 - 19,74.0
SUDURPASCHIM,Doti,Shikhar Municipality,,1 Child,20 - 24,527.0
SUDURPASCHIM,Doti,Shikhar Municipality,,1 Child,25 - 29,251.0
SUDURPASCHIM,Doti,Shikhar Municipality,,1 Child,30 - 34,84.0
SUDURPASCHIM,Doti,Shikhar Municipality,,1 Child,35 - 39,39.0
SUDURPASCHIM,Doti,Shikhar Municipality,,1 Child,40 - 44,51.0
SUDURPASCHIM,Doti,Shikhar Municipality,,1 Child,45 - 49,40.0
SUDURPASCHIM,Doti,Shikhar Municipality,,2 Children,Total ever married female,1712.0
SUDURPASCHIM,Doti,Shikhar Municipality,,2 Children,15 - 19,10.0
SUDURPASCHIM,Doti,Shikhar Municipality,,2 Children,20 - 24,295.0
SUDURPASCHIM,Doti,Shikhar Municipality,,2 Children,25 - 29,526.0
SUDURPASCHIM,Doti,Shikhar Municipality,,2 Children,30 - 34,379.0
SUDURPASCHIM,Doti,Shikhar Municipality,,2 Children,35 - 39,249.0
SUDURPASCHIM,Doti,Shikhar Municipality,,2 Children,40 - 44,152.0
SUDURPASCHIM,Doti,Shikhar Municipality,,2 Children,45 - 49,101.0
SUDURPASCHIM,Doti,Shikhar Municipality,,3 Children,Total ever married female,1513.0
SUDURPASCHIM,Doti,Shikhar Municipality,,3 Children,15 - 19,0.0
SUDURPASCHIM,Doti,Shikhar Municipality,,3 Children,20 - 24,51.0
SUDURPASCHIM,Doti,Shikhar Municipality,,3 Children,25 - 29,244.0
SUDURPASCHIM,Doti,Shikhar Municipality,,3 Children,30 - 34,362.0
SUDURPASCHIM,Doti,Shikhar Municipality,,3 Children,35 - 39,362.0
SUDURPASCHIM,Doti,Shikhar Municipality,,3 Children,40 - 44,288.0
SUDURPASCHIM,Doti,Shikhar Municipality,,3 Children,45 - 49,206.0
SUDURPASCHIM,Doti,Shikhar Municipality,,4 Children,Total ever married female,853.0
SUDURPASCHIM,Doti,Shikhar Municipality,,4 Children,15 - 19,0.0
SUDURPASCHIM,Doti,Shikhar Municipality,,4 Children,20 - 24,7.0
SUDURPASCHIM,Doti,Shikhar Municipality,,4 Children,25 - 29,61.0
SUDURPASCHIM,Doti,Shikhar Municipality,,4 Children,30 - 34,158.0
SUDURPASCHIM,Doti,Shikhar Municipality,,4 Children,35 - 39,218.0
SUDURPASCHIM,Doti,Shikhar Municipality,,4 Children,40 - 44,216.0
SUDURPASCHIM,Doti,Shikhar Municipality,,4 Children,45 - 49,193.0
SUDURPASCHIM,Doti,Shikhar Municipality,,5 Children,Total ever married female,394.0
SUDURPASCHIM,Doti,Shikhar Municipality,,5 Children,15 - 19,0.0
SUDURPASCHIM,Doti,Shikhar Municipality,,5 Children,20 - 24,2.0
SUDURPASCHIM,Doti,Shikhar Municipality,,5 Children,25 - 29,15.0
SUDURPASCHIM,Doti,Shikhar Municipality,,5 Children,30 - 34,50.0
SUDURPASCHIM,Doti,Shikhar Municipality,,5 Children,35 - 39,100.0
SUDURPASCHIM,Doti,Shikhar Municipality,,5 Children,40 - 44,113.0
SUDURPASCHIM,Doti,Shikhar Municipality,,5 Children,45 - 49,114.0
SUDURPASCHIM,Doti,Shikhar Municipality,,6 Children,Total ever married female,142.0
SUDURPASCHIM,Doti,Shikhar Municipality,,6 Children,15 - 19,0.0
SUDURPASCHIM,Doti,Shikhar Municipality,,6 Children,20 - 24,0.0
SUDURPASCHIM,Doti,Shikhar Municipality,,6 Children,25 - 29,3.0
SUDURPASCHIM,Doti,Shikhar Municipality,,6 Children,30 - 34,15.0
SUDURPASCHIM,Doti,Shikhar Municipality,,6 Children,35 - 39,27.0
SUDURPASCHIM,Doti,Shikhar Municipality,,6 Children,40 - 44,39.0
SUDURPASCHIM,Doti,Shikhar Municipality,,6 Children,45 - 49,58.0
SUDURPASCHIM,Doti,Shikhar Municipality,,7 Children,Total ever married female,53.0
SUDURPASCHIM,Doti,Shikhar Municipality,,7 Children,15 - 19,0.0
SUDURPASCHIM,Doti,Shikhar Municipality,,7 Children,20 - 24,0.0
SUDURPASCHIM,Doti,Shikhar Municipality,,7 Children,25 - 29,0.0
SUDURPASCHIM,Doti,Shikhar Municipality,,7 Children,30 - 34,1.0
SUDURPASCHIM,Doti,Shikhar Municipality,,7 Children,35 - 39,9.0
SUDURPASCHIM,Doti,Shikhar Municipality,,7 Children,40 - 44,20.0
SUDURPASCHIM,Doti,Shikhar Municipality,,7 Children,45 - 49,23.0
SUDURPASCHIM,Doti,Shikhar Municipality,,8 Children,Total ever married female,16.0
SUDURPASCHIM,Doti,Shikhar Municipality,,8 Children,15 - 19,0.0
SUDURPASCHIM,Doti,Shikhar Municipality,,8 Children,20 - 24,0.0
SUDURPASCHIM,Doti,Shikhar Municipality,,8 Children,25 - 29,0.0
SUDURPASCHIM,Doti,Shikhar Municipality,,8 Children,30 - 34,0.0
SUDURPASCHIM,Doti,Shikhar Municipality,,8 Children,35 - 39,3.0
SUDURPASCHIM,Doti,Shikhar Municipality,,8 Children,40 - 44,5.0
SUDURPASCHIM,Doti,Shikhar Municipality,,8 Children,45 - 49,8.0
SUDURPASCHIM,Doti,Shikhar Municipality,,9 & More Children,Total ever married female,9.0
SUDURPASCHIM,Doti,Shikhar Municipality,,9 & More Children,15 - 19,0.0
SUDURPASCHIM,Doti,Shikhar Municipality,,9 & More Children,20 - 24,0.0
SUDURPASCHIM,Doti,Shikhar Municipality,,9 & More Children,25 - 29,0.0
SUDURPASCHIM,Doti,Shikhar Municipality,,9 & More Children,30 - 34,0.0
SUDURPASCHIM,Doti,Shikhar Municipality,,9 & More Children,35 - 39,2.0
SUDURPASCHIM,Doti,Shikhar Municipality,,9 & More Children,40 - 44,3.0
SUDURPASCHIM,Doti,Shikhar Municipality,,9 & More Children,45 - 49,4.0
SUDURPASCHIM,Doti,Dipayal Silgadhi Municipality,,Total,Total ever married female,7078.0
SUDURPASCHIM,Doti,Dipayal Silgadhi Municipality,,Total,15 - 19,187.0
SUDURPASCHIM,Doti,Dipayal Silgadhi Municipality,,Total,20 - 24,1290.0
SUDURPASCHIM,Doti,Dipayal Silgadhi Municipality,,Total,25 - 29,1508.0
SUDURPASCHIM,Doti,Dipayal Silgadhi Municipality,,Total,30 - 34,1280.0
SUDURPASCHIM,Doti,Dipayal Silgadhi Municipality,,Total,35 - 39,994.0
SUDURPASCHIM,Doti,Dipayal Silgadhi Municipality,,Total,40 - 44,1011.0
SUDURPASCHIM,Doti,Dipayal Silgadhi Municipality,,Total,45 - 49,808.0
SUDURPASCHIM,Doti,Dipayal Silgadhi Municipality,,No Children,Total ever married female,670.0
SUDURPASCHIM,Doti,Dipayal Silgadhi Municipality,,No Children,15 - 19,117.0
SUDURPASCHIM,Doti,Dipayal Silgadhi Municipality,,No Children,20 - 24,306.0
SUDURPASCHIM,Doti,Dipayal Silgadhi Municipality,,No Children,25 - 29,108.0
SUDURPASCHIM,Doti,Dipayal Silgadhi Municipality,,No Children,30 - 34,38.0
SUDURPASCHIM,Doti,Dipayal Silgadhi Municipality,,No Children,35 - 39,20.0
SUDURPASCHIM,Doti,Dipayal Silgadhi Municipality,,No Children,40 - 44,42.0
SUDURPASCHIM,Doti,Dipayal Silgadhi Municipality,,No Children,45 - 49,39.0
SUDURPASCHIM,Doti,Dipayal Silgadhi Municipality,,1 Child,Total ever married female,1143.0
SUDURPASCHIM,Doti,Dipayal Silgadhi Municipality,,1 Child,15 - 19,57.0
SUDURPASCHIM,Doti,Dipayal Silgadhi Municipality,,1 Child,20 - 24,535.0
SUDURPASCHIM,Doti,Dipayal Silgadhi Municipality,,1 Child,25 - 29,311.0
SUDURPASCHIM,Doti,Dipayal Silgadhi Municipality,,1 Child,30 - 34,131.0
SUDURPASCHIM,Doti,Dipayal Silgadhi Municipality,,1 Child,35 - 39,44.0
SUDURPASCHIM,Doti,Dipayal Silgadhi Municipality,,1 Child,40 - 44,32.0
SUDURPASCHIM,Doti,Dipayal Silgadhi Municipality,,1 Child,45 - 49,33.0
SUDURPASCHIM,Doti,Dipayal Silgadhi Municipality,,2 Children,Total ever married female,1942.0
SUDURPASCHIM,Doti,Dipayal Silgadhi Municipality,,2 Children,15 - 19,10.0
SUDURPASCHIM,Doti,Dipayal Silgadhi Municipality,,2 Children,20 - 24,360.0
SUDURPASCHIM,Doti,Dipayal Silgadhi Municipality,,2 Children,25 - 29,652.0
SUDURPASCHIM,Doti,Dipayal Silgadhi Municipality,,2 Children,30 - 34,430.0
SUDURPASCHIM,Doti,Dipayal Silgadhi Municipality,,2 Children,35 - 39,226.0
SUDURPASCHIM,Doti,Dipayal Silgadhi Municipality,,2 Children,40 - 44,146.0
SUDURPASCHIM,Doti,Dipayal Silgadhi Municipality,,2 Children,45 - 49,118.0
SUDURPASCHIM,Doti,Dipayal Silgadhi Municipality,,3 Children,Total ever married female,1589.0
SUDURPASCHIM,Doti,Dipayal Silgadhi Municipality,,3 Children,15 - 19,3.0
SUDURPASCHIM,Doti,Dipayal Silgadhi Municipality,,3 Children,20 - 24,67.0
SUDURPASCHIM,Doti,Dipayal Silgadhi Municipality,,3 Children,25 - 29,317.0
SUDURPASCHIM,Doti,Dipayal Silgadhi Municipality,,3 Children,30 - 34,424.0
SUDURPASCHIM,Doti,Dipayal Silgadhi Municipality,,3 Children,35 - 39,314.0
SUDURPASCHIM,Doti,Dipayal Silgadhi Municipality,,3 Children,40 - 44,301.0
SUDURPASCHIM,Doti,Dipayal Silgadhi Municipality,,3 Children,45 - 49,163.0
SUDURPASCHIM,Doti,Dipayal Silgadhi Municipality,,4 Children,Total ever married female,938.0
SUDURPASCHIM,Doti,Dipayal Silgadhi Municipality,,4 Children,15 - 19,0.0
SUDURPASCHIM,Doti,Dipayal Silgadhi Municipality,,4 Children,20 - 24,17.0
SUDURPASCHIM,Doti,Dipayal Silgadhi Municipality,,4 Children,25 - 29,98.0
SUDURPASCHIM,Doti,Dipayal Silgadhi Municipality,,4 Children,30 - 34,170.0
SUDURPASCHIM,Doti,Dipayal Silgadhi Municipality,,4 Children,35 - 39,223.0
SUDURPASCHIM,Doti,Dipayal Silgadhi Municipality,,4 Children,40 - 44,250.0
SUDURPASCHIM,Doti,Dipayal Silgadhi Municipality,,4 Children,45 - 49,180.0
SUDURPASCHIM,Doti,Dipayal Silgadhi Municipality,,5 Children,Total ever married female,482.0
SUDURPASCHIM,Doti,Dipayal Silgadhi Municipality,,5 Children,15 - 19,0.0
SUDURPASCHIM,Doti,Dipayal Silgadhi Municipality,,5 Children,20 - 24,5.0
SUDURPASCHIM,Doti,Dipayal Silgadhi Municipality,,5 Children,25 - 29,15.0
SUDURPASCHIM,Doti,Dipayal Silgadhi Municipality,,5 Children,30 - 34,66.0
SUDURPASCHIM,Doti,Dipayal Silgadhi Municipality,,5 Children,35 - 39,101.0
SUDURPASCHIM,Doti,Dipayal Silgadhi Municipality,,5 Children,40 - 44,139.0
SUDURPASCHIM,Doti,Dipayal Silgadhi Municipality,,5 Children,45 - 49,156.0
SUDURPASCHIM,Doti,Dipayal Silgadhi Municipality,,6 Children,Total ever married female,208.0
SUDURPASCHIM,Doti,Dipayal Silgadhi Municipality,,6 Children,15 - 19,0.0
SUDURPASCHIM,Doti,Dipayal Silgadhi Municipality,,6 Children,20 - 24,0.0
SUDURPASCHIM,Doti,Dipayal Silgadhi Municipality,,6 Children,25 - 29,6.0
SUDURPASCHIM,Doti,Dipayal Silgadhi Municipality,,6 Children,30 - 34,14.0
SUDURPASCHIM,Doti,Dipayal Silgadhi Municipality,,6 Children,35 - 39,40.0
SUDURPASCHIM,Doti,Dipayal Silgadhi Municipality,,6 Children,40 - 44,68.0
SUDURPASCHIM,Doti,Dipayal Silgadhi Municipality,,6 Children,45 - 49,80.0
SUDURPASCHIM,Doti,Dipayal Silgadhi Municipality,,7 Children,Total ever married female,62.0
SUDURPASCHIM,Doti,Dipayal Silgadhi Municipality,,7 Children,15 - 19,0.0
SUDURPASCHIM,Doti,Dipayal Silgadhi Municipality,,7 Children,20 - 24,0.0
SUDURPASCHIM,Doti,Dipayal Silgadhi Municipality,,7 Children,25 - 29,1.0
SUDURPASCHIM,Doti,Dipayal Silgadhi Municipality,,7 Children,30 - 34,4.0
SUDURPASCHIM,Doti,Dipayal Silgadhi Municipality,,7 Children,35 - 39,17.0
SUDURPASCHIM,Doti,Dipayal Silgadhi Municipality,,7 Children,40 - 44,21.0
SUDURPASCHIM,Doti,Dipayal Silgadhi Municipality,,7 Children,45 - 49,19.0
SUDURPASCHIM,Doti,Dipayal Silgadhi Municipality,,8 Children,Total ever married female,39.0
SUDURPASCHIM,Doti,Dipayal Silgadhi Municipality,,8 Children,15 - 19,0.0
SUDURPASCHIM,Doti,Dipayal Silgadhi Municipality,,8 Children,20 - 24,0.0
SUDURPASCHIM,Doti,Dipayal Silgadhi Municipality,,8 Children,25 - 29,0.0
SUDURPASCHIM,Doti,Dipayal Silgadhi Municipality,,8 Children,30 - 34,3.0
SUDURPASCHIM,Doti,Dipayal Silgadhi Municipality,,8 Children,35 - 39,9.0
SUDURPASCHIM,Doti,Dipayal Silgadhi Municipality,,8 Children,40 - 44,10.0
SUDURPASCHIM,Doti,Dipayal Silgadhi Municipality,,8 Children,45 - 49,17.0
SUDURPASCHIM,Doti,Dipayal Silgadhi Municipality,,9 & More Children,Total ever married female,5.0
SUDURPASCHIM,Doti,Dipayal Silgadhi Municipality,,9 & More Children,15 - 19,0.0
SUDURPASCHIM,Doti,Dipayal Silgadhi Municipality,,9 & More Children,20 - 24,0.0
SUDURPASCHIM,Doti,Dipayal Silgadhi Municipality,,9 & More Children,25 - 29,0.0
SUDURPASCHIM,Doti,Dipayal Silgadhi Municipality,,9 & More Children,30 - 34,0.0
SUDURPASCHIM,Doti,Dipayal Silgadhi Municipality,,9 & More Children,35 - 39,0.0
SUDURPASCHIM,Doti,Dipayal Silgadhi Municipality,,9 & More Children,40 - 44,2.0
SUDURPASCHIM,Doti,Dipayal Silgadhi Municipality,,9 & More Children,45 - 49,3.0
SUDURPASCHIM,Doti,K.I. Singh Gaunpalika,,Total,Total ever married female,4342.0
SUDURPASCHIM,Doti,K.I. Singh Gaunpalika,,Total,15 - 19,148.0
SUDURPASCHIM,Doti,K.I. Singh Gaunpalika,,Total,20 - 24,832.0
SUDURPASCHIM,Doti,K.I. Singh Gaunpalika,,Total,25 - 29,800.0
SUDURPASCHIM,Doti,K.I. Singh Gaunpalika,,Total,30 - 34,663.0
SUDURPASCHIM,Doti,K.I. Singh Gaunpalika,,Total,35 - 39,701.0
SUDURPASCHIM,Doti,K.I. Singh Gaunpalika,,Total,40 - 44,673.0
SUDURPASCHIM,Doti,K.I. Singh Gaunpalika,,Total,45 - 49,525.0
SUDURPASCHIM,Doti,K.I. Singh Gaunpalika,,No Children,Total ever married female,381.0
SUDURPASCHIM,Doti,K.I. Singh Gaunpalika,,No Children,15 - 19,91.0
SUDURPASCHIM,Doti,K.I. Singh Gaunpalika,,No Children,20 - 24,169.0
SUDURPASCHIM,Doti,K.I. Singh Gaunpalika,,No Children,25 - 29,46.0
SUDURPASCHIM,Doti,K.I. Singh Gaunpalika,,No Children,30 - 34,18.0
SUDURPASCHIM,Doti,K.I. Singh Gaunpalika,,No Children,35 - 39,22.0
SUDURPASCHIM,Doti,K.I. Singh Gaunpalika,,No Children,40 - 44,21.0
SUDURPASCHIM,Doti,K.I. Singh Gaunpalika,,No Children,45 - 49,14.0
SUDURPASCHIM,Doti,K.I. Singh Gaunpalika,,1 Child,Total ever married female,699.0
SUDURPASCHIM,Doti,K.I. Singh Gaunpalika,,1 Child,15 - 19,53.0
SUDURPASCHIM,Doti,K.I. Singh Gaunpalika,,1 Child,20 - 24,379.0
SUDURPASCHIM,Doti,K.I. Singh Gaunpalika,,1 Child,25 - 29,155.0
SUDURPASCHIM,Doti,K.I. Singh Gaunpalika,,1 Child,30 - 34,38.0
SUDURPASCHIM,Doti,K.I. Singh Gaunpalika,,1 Child,35 - 39,25.0
SUDURPASCHIM,Doti,K.I. Singh Gaunpalika,,1 Child,40 - 44,27.0
SUDURPASCHIM,Doti,K.I. Singh Gaunpalika,,1 Child,45 - 49,22.0
SUDURPASCHIM,Doti,K.I. Singh Gaunpalika,,2 Children,Total ever married female,1117.0
SUDURPASCHIM,Doti,K.I. Singh Gaunpalika,,2 Children,15 - 19,4.0
SUDURPASCHIM,Doti,K.I. Singh Gaunpalika,,2 Children,20 - 24,229.0
SUDURPASCHIM,Doti,K.I. Singh Gaunpalika,,2 Children,25 - 29,378.0
SUDURPASCHIM,Doti,K.I. Singh Gaunpalika,,2 Children,30 - 34,218.0
SUDURPASCHIM,Doti,K.I. Singh Gaunpalika,,2 Children,35 - 39,129.0
SUDURPASCHIM,Doti,K.I. Singh Gaunpalika,,2 Children,40 - 44,94.0
SUDURPASCHIM,Doti,K.I. Singh Gaunpalika,,2 Children,45 - 49,65.0
SUDURPASCHIM,Doti,K.I. Singh Gaunpalika,,3 Children,Total ever married female,987.0
SUDURPASCHIM,Doti,K.I. Singh Gaunpalika,,3 Children,15 - 19,0.0
SUDURPASCHIM,Doti,K.I. Singh Gaunpalika,,3 Children,20 - 24,44.0
SUDURPASCHIM,Doti,K.I. Singh Gaunpalika,,3 Children,25 - 29,165.0
SUDURPASCHIM,Doti,K.I. Singh Gaunpalika,,3 Children,30 - 34,239.0
SUDURPASCHIM,Doti,K.I. Singh Gaunpalika,,3 Children,35 - 39,242.0
SUDURPASCHIM,Doti,K.I. Singh Gaunpalika,,3 Children,40 - 44,187.0
SUDURPASCHIM,Doti,K.I. Singh Gaunpalika,,3 Children,45 - 49,110.0
SUDURPASCHIM,Doti,K.I. Singh Gaunpalika,,4 Children,Total ever married female,659.0
SUDURPASCHIM,Doti,K.I. Singh Gaunpalika,,4 Children,15 - 19,0.0
SUDURPASCHIM,Doti,K.I. Singh Gaunpalika,,4 Children,20 - 24,11.0
SUDURPASCHIM,Doti,K.I. Singh Gaunpalika,,4 Children,25 - 29,48.0
SUDURPASCHIM,Doti,K.I. Singh Gaunpalika,,4 Children,30 - 34,107.0
SUDURPASCHIM,Doti,K.I. Singh Gaunpalika,,4 Children,35 - 39,165.0
SUDURPASCHIM,Doti,K.I. Singh Gaunpalika,,4 Children,40 - 44,193.0
SUDURPASCHIM,Doti,K.I. Singh Gaunpalika,,4 Children,45 - 49,135.0
SUDURPASCHIM,Doti,K.I. Singh Gaunpalika,,5 Children,Total ever married female,290.0
SUDURPASCHIM,Doti,K.I. Singh Gaunpalika,,5 Children,15 - 19,0.0
SUDURPASCHIM,Doti,K.I. Singh Gaunpalika,,5 Children,20 - 24,0.0
SUDURPASCHIM,Doti,K.I. Singh Gaunpalika,,5 Children,25 - 29,6.0
SUDURPASCHIM,Doti,K.I. Singh Gaunpalika,,5 Children,30 - 34,32.0
SUDURPASCHIM,Doti,K.I. Singh Gaunpalika,,5 Children,35 - 39,79.0
SUDURPASCHIM,Doti,K.I. Singh Gaunpalika,,5 Children,40 - 44,76.0
SUDURPASCHIM,Doti,K.I. Singh Gaunpalika,,5 Children,45 - 49,97.0
SUDURPASCHIM,Doti,K.I. Singh Gaunpalika,,6 Children,Total ever married female,131.0
SUDURPASCHIM,Doti,K.I. Singh Gaunpalika,,6 Children,15 - 19,0.0
SUDURPASCHIM,Doti,K.I. Singh Gaunpalika,,6 Children,20 - 24,0.0
SUDURPASCHIM,Doti,K.I. Singh Gaunpalika,,6 Children,25 - 29,1.0
SUDURPASCHIM,Doti,K.I. Singh Gaunpalika,,6 Children,30 - 34,8.0
SUDURPASCHIM,Doti,K.I. Singh Gaunpalika,,6 Children,35 - 39,29.0
SUDURPASCHIM,Doti,K.I. Singh Gaunpalika,,6 Children,40 - 44,48.0
SUDURPASCHIM,Doti,K.I. Singh Gaunpalika,,6 Children,45 - 49,45.0
SUDURPASCHIM,Doti,K.I. Singh Gaunpalika,,7 Children,Total ever married female,51.0
SUDURPASCHIM,Doti,K.I. Singh Gaunpalika,,7 Children,15 - 19,0.0
SUDURPASCHIM,Doti,K.I. Singh Gaunpalika,,7 Children,20 - 24,0.0
SUDURPASCHIM,Doti,K.I. Singh Gaunpalika,,7 Children,25 - 29,1.0
SUDURPASCHIM,Doti,K.I. Singh Gaunpalika,,7 Children,30 - 34,2.0
SUDURPASCHIM,Doti,K.I. Singh Gaunpalika,,7 Children,35 - 39,8.0
SUDURPASCHIM,Doti,K.I. Singh Gaunpalika,,7 Children,40 - 44,20.0
SUDURPASCHIM,Doti,K.I. Singh Gaunpalika,,7 Children,45 - 49,20.0
SUDURPASCHIM,Doti,K.I. Singh Gaunpalika,,8 Children,Total ever married female,22.0
SUDURPASCHIM,Doti,K.I. Singh Gaunpalika,,8 Children,15 - 19,0.0
SUDURPASCHIM,Doti,K.I. Singh Gaunpalika,,8 Children,20 - 24,0.0
SUDURPASCHIM,Doti,K.I. Singh Gaunpalika,,8 Children,25 - 29,0.0
SUDURPASCHIM,Doti,K.I. Singh Gaunpalika,,8 Children,30 - 34,1.0
SUDURPASCHIM,Doti,K.I. Singh Gaunpalika,,8 Children,35 - 39,2.0
SUDURPASCHIM,Doti,K.I. Singh Gaunpalika,,8 Children,40 - 44,6.0
SUDURPASCHIM,Doti,K.I. Singh Gaunpalika,,8 Children,45 - 49,13.0
SUDURPASCHIM,Doti,K.I. Singh Gaunpalika,,9 & More Children,Total ever married female,5.0
